	WT_1_1_Aligned	WT_2_1_Aligned	WT_3_1_Aligned	pho85_1_1_Aligned	pho85_2_1_Aligned	pho85_3_1_Aligned	rpo41_1_1_Aligned	rpo41_2_1_Aligned	rpo41_3_1_Aligned	rpopho_1_1_Aligned	rpopho_2_1_Aligned	rpopho_3_1_Aligned	WT_Pi_1_1_Aligned	WT_Pi_2_1_Aligned	WT_Pi_3_1_Aligned	WT_noPi_1_1_Aligned	WT_noPi_2_1_Aligned	WT_noPi_3_1_Aligned	WT_SD_1_1_Aligned	WT_SD_2_1_Aligned	WT_SD_3_1_Aligned	WT_noURA_1_1_Aligned	WT_noURA_2_1_Aligned	WT_noURA_3_1_Aligned	Pro_wN_1_1_Aligned	Pro_wN_2_1_Aligned	Pro_wN_3_1_Aligned	Pro_noN_1_1_Aligned	Pro_noN_2_1_Aligned	Pro_noN_3_1_Aligned	ba_1_1_Aligned	ba_2_1_Aligned	ba_3_1_Aligned	ba_aF_1_1_Aligned	ba_aF_2_1_Aligned	ba_aF_3_1_Aligned
YDR465C	133.51130767244663	161.274936340738	127.56244815913138	159.27888741915586	158.89573234908787	108.92439235000809	154.11747857598655	158.89336306496793	135.66790211169445	97.84439010314296	132.95216658038493	133.50743560286188	164.09618157928176	148.2000053184755	88.24500194787198	102.13951891760128	119.49817860059328	126.90081567295984	195.76031206360526	186.61294857412008	184.032728509978	132.61003116246704	125.31530255316775	127.98390314130464	175.7997906749016	170.99421453448193	160.0283663592696	159.83224655322937	137.56663997380457	149.90285461384275	181.9271977469683	167.6455136960617	186.03060299535912	135.46908510915787	138.0827494336813	131.90841764340462
YDR466W	24.473920729071033	26.12540696419761	23.42369701813121	16.17337211880147	18.65114744128032	26.659171525315422	18.783287743762987	19.527087202912675	15.297772006325914	23.214592067845253	21.56772086766722	14.777326129916391	25.647150853670958	21.688022095048296	3.1677815456930176	25.17845155851749	32.22625681612801	29.855029062316245	28.12380653961521	21.65556902813491	23.126805372871562	22.098080269350845	22.147886194879057	19.88331538498525	28.001988691063232	28.466302268793395	29.314234640681367	25.436530325096683	25.89470407690756	31.02420440003619	28.770223964424996	18.97255707424402	27.33678558295328	28.804747036864747	24.685545856280385	15.883751999836969
YDR468C	76.2021410596949	71.09842895256635	74.69780868930907	66.54524425167794	59.88127998428818	76.00403847546202	61.847779813757924	58.894638679039616	60.06043131407268	76.25887619642215	67.37416106279225	70.6457768011224	78.53816358213021	71.60760713253042	64.17441325900403	96.05340830610666	92.40168459776744	93.04644569743235	66.11820734441619	69.01366441350595	67.43193416380572	86.1228373836198	86.88738279765806	84.79777580445368	65.03013504668992	68.42542585130005	72.77893371464384	75.0330658790527	72.55910355921095	76.29619409918827	64.99387634931972	62.92099992167028	66.18828867497436	88.49323630451705	91.01474155199044	93.33473238791579
YDR469W	78.76608527956057	78.42156713468069	80.75786583904471	86.48617123987054	80.28955639430113	72.4601292395713	88.53094469793604	91.09830426328698	83.37648741427435	75.52610625643192	84.66050865473544	103.28617338691633	90.89496959768361	83.30756192503199	51.73401145122667	123.17677778557312	101.65145323256733	113.0740994499864	78.77703594167967	82.0966475160692	75.84696808222363	76.20722803951905	72.15602198696423	82.65483340338703	88.18384920094122	92.36392238518984	93.13429173795828	95.80718133133027	93.32591320690874	89.26654709605027	77.27283361660889	76.4921607333471	77.44029774972	82.00717830715092	71.77854384747664	81.5448254612125
YDR470C	29.927458841724736	28.84372283573308	26.564660664381726	15.326492075731984	15.198900063746605	20.205195723885637	23.401521299569712	26.881595412713	22.909915830760532	25.19996653235579	20.732488902613156	22.456807132055392	30.417373732088272	29.547598054594502	7.9907853427496	31.23099518820989	29.012092907621795	31.204082876593525	27.072362478553917	22.34865242675846	21.430264230583607	29.608296795297537	33.79286533883927	30.442384186342693	27.19783660980444	25.412207938026253	28.655627263089553	24.21011297943999	26.640638365345684	27.770016648283132	30.278463568998013	30.935661288502725	31.426512495654823	30.45837870458103	29.80328455461349	27.194670937707578
YDR471W	1890.2072867995996	1910.6517807186333	1948.9564955822793	1717.856770246562	1582.3092525165528	1580.6011945650503	1944.2487893204386	1799.5989816591193	1933.07003047692	1499.2373576127072	1651.466051974846	1800.3205943704	1990.7529836082565	2097.2047596733432	2636.392717988108	646.8449305997635	647.7238088115708	580.2730405132586	1919.3222102795585	2180.7876267215634	2132.811903750082	1190.5544486278375	1241.9840474156879	1218.4343555123664	1845.4556967040703	1909.6657920576781	1911.1747993465472	1858.1708348445886	1788.8787914265329	1674.6037716711237	2027.2301193750554	2242.087360865991	2133.3407924803823	1937.1004019140457	1894.26095758889	2144.1156904486643
YDR472W	82.89323804905167	94.81559144644481	87.84690693344099	75.84816227670348	73.7491278997805	67.13338316918848	77.10623552664127	72.47489480995323	74.3607940497731	71.30926493703178	75.91779950136569	71.96379502502393	84.48079197750064	88.00663161299173	84.50193293156741	87.4405057219458	74.49717907185965	78.47742868662995	86.59511484287346	88.70006970113171	83.5221201048267	67.73282653533641	62.70746120769922	57.66664179839127	71.60272465533438	76.64867359930037	81.69384391371489	77.22391853126221	76.09990617632447	70.77362977026651	79.6961138256154	85.39010240969019	77.72623363511343	71.60990195446777	78.46960475601334	74.31252033276397
YDR473C	28.06437962997903	29.691882764646877	27.552850512399115	27.738768498800514	20.999640789607874	26.45808737867331	30.580637201359593	32.70173550608959	25.967924318879085	27.181993502361397	23.377181889113313	23.86158324333172	28.8121496536356	28.379283510226397	18.917611656292912	38.02267477370078	37.86504265848288	38.73849833972659	26.42473076549724	27.87124801704855	27.490459710987665	51.39703839298098	51.346637050372976	45.185719472817915	32.75144384693912	33.03741448851607	34.04736629453282	32.01953663586616	30.133439477454278	32.19655694674515	28.41629692873685	26.301071114556358	31.491446386821742	35.47164238146898	30.625446794299922	27.736586434911857
YDR475C	25.06053695826937	24.866166187671993	23.51360419577909	28.91270303542404	32.4348823481219	30.29616064719133	27.489763972590247	33.539269303344454	26.05294454282484	24.15302670398003	28.789338813453032	20.12647469930708	18.27811755705769	14.46794876795693	9.500712996703106	36.04833899411367	42.15171631075116	46.32280350348464	17.90767489152055	13.910897776282015	13.694898841982237	35.7569027510929	36.45892316711563	34.83665619211518	19.110019217224817	18.382106044732975	17.096833000425267	16.130848100417683	19.48597644824094	23.684304363151796	18.3513596829643	11.580581306041097	18.23957940583308	22.206104185871897	18.481978077952817	12.129721035551306
YDR476C	87.91665478012334	90.47746976441628	81.27872803059697	88.86162649203587	114.60991842810421	99.95180198769341	95.92729180594345	104.98310167359935	98.43761777929886	129.0433710233895	121.98351795299948	108.83635641080956	75.53377967646583	62.65301210745065	100.79622519727737	77.1130770589191	102.44416856971075	106.39883895820385	85.04470516037556	70.88497297778014	72.77352317157927	133.1626738731509	131.98773628200962	118.69413339059524	65.15639004971537	63.0088562119261	63.51551993085932	54.26002748144526	66.3903205988943	71.12285668859587	79.01186295026298	62.91463623014849	77.72445165901102	125.09339770140843	112.83306263867426	79.92240690896422
YDR477W	53.2090044175755	62.1370644700033	50.33108517157978	35.03097568386352	34.31383034225899	54.2688719492307	44.1335500430777	60.5984682914791	37.47972147402023	43.18379744785175	39.93925971870435	19.710925396227008	51.625432366236915	39.820533748437015	26.028737687946208	25.843184385224042	54.38161644458298	61.48000722452879	70.98852172469687	37.45716636043036	44.90938899605347	39.03039144204881	37.61828732489515	37.82692854524559	52.38769063763424	47.40187268578633	50.97131376531778	41.66698402456844	43.94045034087616	59.905882750337625	66.27319206480645	35.59156322950195	59.02461718728659	62.04519936381735	51.841152564062185	28.908179189338153
YDR478W	14.056671325549097	14.532894728630302	14.140013095838112	16.520815765045125	13.48390781175918	13.840505930758503	16.35398286424547	14.68060720511178	15.34757286195765	12.665336646070553	15.190214854430792	15.215701209128925	14.85658562842494	14.566550496789235	10.60698056929778	13.728704860520594	15.988573429928355	13.278355579459205	15.065612652687761	15.98751147483528	14.835905482432292	16.999459326147097	15.689836164783353	15.987160086995795	11.714106296226207	11.497756735535528	12.015437260089017	12.850541450318596	10.254373808389271	12.938196803131683	12.621905208870432	13.466440310485606	15.957819725398563	9.839767299988655	11.337614884324937	10.644964661960135
YDR479C	36.597468030986164	34.460319618451074	34.126949718973314	28.67509623000173	30.79692435303135	36.401682789630456	36.54740506488937	40.662532311150926	32.217121860688394	38.35703421187635	33.460208154203244	31.656391954752845	33.0707159970728	29.332361550034296	21.55515511497198	41.956881619254204	50.722005806405235	48.43117968969318	31.247114294786904	25.764649203060806	26.25333651020543	45.85976433892932	48.321766821252844	48.9173802346746	31.445728912710962	31.79795515615336	33.79497573074062	29.05116161035423	33.5984973978749	35.42012962073336	28.94113618599584	22.328452134365694	26.769980819562154	47.945943893202596	46.7618437523815	33.03944804053568
YDR480W	34.34327615951238	31.942772427964588	33.6243140744733	30.966336344523704	26.415437927493706	36.714792094693614	32.99590100197262	28.291398839530117	29.922532230206983	39.419906440482805	32.756330896616575	35.25240584651681	34.11710499131398	31.996893196549667	24.040049835891214	55.258287161449296	54.431427135302584	56.92324926178538	29.759852852478748	26.0004207005444	27.980436183165498	31.099913499640483	35.3902956414967	39.1466057891486	32.44294004436682	34.053157456292006	32.512373524810606	39.02053362669463	43.239805346830295	40.78252274958724	32.19177104746638	30.07701958988661	30.062227387313662	153.85183794531258	151.76289185905742	152.11659507909621
YDR481C	75.85688382454502	77.16180146497135	67.37228957296489	261.34403771895467	277.62626709296455	391.1533722808435	69.87030107945216	76.10494602625346	67.82539804222273	330.8404752303679	341.69133832501103	308.2059967011511	61.30897881451469	55.50090565084775	21.50299953743835	843.789096843274	953.7041404607722	971.9620446673265	63.03326566392784	60.75809832333308	53.10026142171873	90.11704805246474	93.95531747860097	90.4986468111581	133.177769610096	126.59769552329803	128.85720910766096	122.47983645644284	143.16556041602038	148.1230811580675	75.64160594067094	61.431441556177674	71.8078088626037	78.12301908737768	79.01118477172966	66.28155370791498
YDR482C	60.88244190072709	57.56050891913249	52.876057967519415	65.1468539077246	73.32379579388231	55.568419337746214	69.03055721793898	66.15738304925199	65.76798818953668	83.90117854048943	65.09544877201348	76.03151797476366	63.78161793351488	65.39665842273682	68.45914569980373	133.0802885025409	123.18882122806967	107.14699088019806	76.20449493806576	72.56077768582753	71.08944376848648	70.14095559699739	69.72631316912936	68.04889433352238	72.67485738024685	70.76559568210858	60.34794289608952	85.88538364814146	82.43204900594361	85.71697257841022	50.05230744495856	58.202540592906274	52.57926760010344	85.38617318116361	80.32176034362247	88.56350787110803
YDR483W	335.6484475858425	342.1611893342255	345.54190016798333	535.8677734913425	529.4372661828525	504.25202093948315	366.9874514705864	354.3375054078144	347.79574842215465	501.6557630479613	528.7319331538309	568.1014418241172	321.83001504130334	314.4319504475639	179.64114022706644	599.4199472051051	561.4576273760136	537.2017253483605	348.1902783740014	341.9736184202127	344.2461464809474	297.5856070869947	301.0493271163125	312.6478918294264	381.2983112439818	387.9487589202245	396.2545952826175	399.3844284198241	404.51151233882547	407.49760440180444	286.69813034252127	284.02969259672483	296.5162135470645	410.1060101098277	433.9871197299878	459.33271677067336
YDR484W	26.48831052902097	26.597145081850734	26.045561616929263	22.19702897951396	22.137634214539258	24.98880541910492	26.742429421632803	28.506575283396334	26.156639277460055	28.615606350469626	28.024656766454395	27.94037778137449	26.770306219367445	25.295818398289068	15.78850988563287	28.05359440274566	27.256286389724224	23.588279554019973	23.700979019620032	21.136012592247315	21.509784644901572	34.38869787458223	35.08433848631236	35.5863881624283	19.671441227200916	20.28490242720128	22.623714592216587	22.304690491108374	21.707432643752863	21.17458564375237	22.643216874265978	24.837236811185633	21.08363422490931	31.079277285501806	35.01874231496236	30.21482696479767
YDR485C	28.89291897408066	31.20681042949668	27.743731532883576	23.907599515431517	23.023037110495437	31.538767364136934	26.06577747458903	30.70921941789927	20.611950840061724	26.14965996631775	26.112695845310395	22.11325567178776	31.88197972544262	29.465958606662277	13.588555696005344	41.87250128238832	40.0991487789321	38.12761819677525	31.14407984016252	27.18788941616623	28.710771637932147	44.500433189865326	50.95510064241254	49.82416100318284	35.62504007579096	34.15053193440215	35.601364281990286	32.418726764259105	32.77194107774005	37.97806906436499	31.00181835113795	26.757923239745388	31.636340930039324	31.5145268440721	30.56027693372954	28.376834123607296
YDR486C	100.55244929305603	103.4798916438342	106.79174069670621	100.29390410011976	101.42415795797683	97.17946710896629	108.68858529583375	107.02901883423682	106.67725072322027	98.19052681366234	107.68658398206841	108.8526834969798	91.54261483893653	91.2532201554412	103.64456695044541	176.16998481174926	145.267994951087	159.72071875892888	97.14515999002118	96.6335416731873	84.50995733070727	122.89700471263872	134.29614198032263	137.50985937041776	72.06499230080624	76.78806298349791	87.8211143215071	82.88150000160084	86.4796106936606	82.72450687287422	94.9899667886893	86.14748161835699	87.02582879211815	164.4662395832539	188.5012784078578	184.05880426750173
YDR487C	334.5190541336379	340.8087735661061	349.18701386189747	464.12581222257114	469.12480268700847	344.6982953254555	560.7464226808166	527.2339298187578	533.0219497275626	451.62010389325104	482.487701299784	524.4458462118608	283.78292159777067	282.0920583959211	380.70737057295736	614.7484446711236	560.5419585083171	572.3440528668903	313.77706671186235	328.02658423919235	300.7370941641736	336.6092376782827	341.6940771325293	346.0949917948675	327.5002278611625	339.9191077021954	333.58659359558555	309.78496818266103	332.91516797831304	323.8750858718828	342.0244599806954	346.3683801588716	341.6828771338578	415.89079247085544	436.55357224169677	431.32415185330836
YDR488C	24.486383485253462	23.92988789283136	24.904144126447406	18.431561616829647	18.727963434529936	28.464690766246196	20.912874445208143	22.776665668176623	17.13532924010524	24.078238576984006	26.44747399717335	23.354250020070452	24.14340067334686	22.82167382280706	3.6782790044454723	31.59618956415696	41.47075606352182	38.97924059250517	27.932177040932583	19.737908022262705	21.203011190804144	12.68185361596451	12.210310234064828	11.946186426786447	27.556704051814464	29.394326202379638	26.41816329427682	31.362246039997753	26.924786199762387	32.05027521569426	25.32349416274636	21.81261330617903	26.76407244947334	9.407575354802631	10.129566271522958	7.326045410996655
YDR489W	21.128742509680134	20.114555532783008	22.784079291642094	20.6826535376305	20.005218292629227	22.703885205468087	23.95481662277372	21.805926346353278	19.63241424806688	21.83568166069379	21.498186184496706	24.935328300377815	28.149674623592496	25.59280064892381	13.62694144655903	34.214241179425194	30.613089760314917	29.46830588793391	32.51460839155055	26.01711905853228	27.14890566082864	16.29792935297615	20.966955319526924	17.59784126580428	32.06253606821186	28.843932987201825	32.700858913418145	31.062477736334635	26.956460928245473	24.815085512821966	33.19987932728953	27.201669893804183	28.989305656540758	31.182794982555553	31.43200447462647	28.151263105136646
YDR490C	19.19933497828578	18.29231424507775	17.1429400908948	13.873599313691715	15.381141071705196	22.03413533585307	14.243268007190025	16.359760572564024	12.724060948358561	19.612228433156748	16.0169955354175	11.651698987906144	16.647009210076785	14.421175164070338	9.57830068184956	20.818927758193773	26.376597383068415	26.539186255060223	16.601427534757875	12.885149616394877	16.183881020316218	14.903803207206353	15.851387488328266	17.639247286112173	14.719397765794016	14.551736908402214	14.424404869263073	13.35520887441315	12.267603890201045	16.808909593597818	16.5311020609329	12.52485701630807	14.975825202211226	22.599057579082046	20.452993069580614	11.395643452214161
YDR492W	91.06308394851656	109.00220179026569	99.50300551046726	112.23147062069897	96.03225415873082	79.59075880520862	77.68598165842052	75.86070678996894	73.98356785185707	82.56328369938676	99.19891440287624	99.04769271439125	121.92079867261015	112.93380485283264	58.95602620429525	234.8108553628887	251.220294344496	262.7545048189432	188.85736135461457	177.66023854921056	173.9583416339324	23.70055745660914	24.188954974837987	29.165653006962337	114.94459862877686	116.30888859232944	121.48159780909732	97.31356661528271	100.33132322900883	100.89906289456523	127.93297700400436	118.00664267313181	124.61969268855685	64.77089451145187	71.19183724904232	64.47639966140054
YDR493W	42.51669773761183	41.5877111818436	44.81339664623099	36.29610432001799	32.237186081793084	49.03095823918784	74.99002978351643	68.52750736410059	70.91034117554983	63.10289061114869	58.2804017886619	64.36241209854093	46.84672242929578	45.75913493035692	58.40628571233254	82.28082353651722	80.68338876686218	67.47146357902676	43.88151453480566	49.71459047654258	48.22151080799431	53.57705646184641	49.568007546210666	46.594590147814635	42.9845193041704	47.60931437251808	43.53962323040016	45.073255365507535	44.52317856488691	39.043337798720955	60.161882414039304	65.9820880978987	56.829964102045025	77.21207639538598	76.44044038070918	82.80248585964675
YDR494W	48.91855444510279	48.733923136474274	49.68315389261118	30.959481386889735	29.837466699225587	39.3668253451797	66.54115728548256	70.70262145051227	64.8578271125097	42.64909358071839	42.453488879485924	41.48867968897322	56.47921937257536	52.683507690343156	41.84046810351927	78.95170307587168	63.27001425063636	71.67246187933293	56.711526264332356	54.82178658762158	53.19531769076068	72.13605252752055	68.39006885339255	70.17302956364139	47.663846722092735	50.92623183200322	54.26751979909162	42.65621942665672	47.755354639379036	46.425270682659544	96.9894405726886	95.22803196101758	92.43276398587737	94.9263480647354	85.82780302659494	95.59699762785986
YDR495C	18.516052043734106	19.49297080234044	16.733391075063235	15.846609228208521	15.12544435312186	18.857482097209886	14.686822926318275	16.930588900908877	14.502279904423425	18.63867030803323	15.487868922655187	16.288670988227206	18.171022897492357	16.377474744869403	8.391655206721463	25.625418421767986	24.812830885427655	20.844223675206447	16.72917503664474	13.63726696606969	14.88742358617784	17.295051640311577	20.017834832410923	18.457223193801866	16.894376973120636	17.016491038675245	18.54519144946557	19.959608456333868	18.947365684800317	20.591689620576414	17.11672057036199	16.855563442663005	16.010184800818983	16.82845777753514	16.948651096933002	14.675385084031452
YDR496C	170.23285668310993	199.15732339931515	169.28786994508496	148.97092216045576	129.23694394731606	138.38586155456017	151.70891549713622	155.12054998560782	126.49317287615301	115.99635996238719	155.44771917568178	149.24111585930928	204.52588600102908	197.31501953682255	105.61375988547304	153.55614717105416	163.2919425326825	161.7450308944725	251.33237484253266	233.43493386261105	236.6802490780052	99.4053327124141	103.85629799607217	106.05517229046775	212.9096231793413	215.3878400763109	227.12917951055934	209.4936237942707	191.43139876728893	192.04527680860062	269.53512177819687	244.58601496645326	271.1707864385379	199.89166681633174	204.90320857851202	204.80154533854207
YDR497C	537.0618041685783	646.2847191788281	510.78209495373204	763.7177316969323	786.5531015543245	653.2812237332737	636.94304772952	701.2287582501571	638.4404147513518	421.6981945063466	347.8915025520073	314.8664354618865	597.3814127914465	558.9901341290025	351.79228869310595	463.0735930472356	483.5113150133339	488.0512756106388	738.083579638415	591.1340329460884	613.7918916255227	295.48027816008425	280.27105091980934	301.07264546246256	533.22222340261	522.3644109760264	517.0739497316739	671.8369143021315	746.7274162256778	800.1918869212394	545.0279178193946	464.7255167071822	526.021766980985	521.0116822390157	530.7637665256805	495.2208696606414
YDR498C	59.42907580012671	54.09861228634376	58.041425741555926	47.949158325325534	50.580290831953626	56.44217615764968	47.50132587900346	48.55914395452476	45.5097082637561	49.78086668434075	43.822529679308026	45.77470924372242	60.178855755070394	56.306465899005445	46.22579404177451	60.93550844515985	61.021112490863295	59.36838182550788	59.592544505645385	56.352793978373676	57.55287665176704	81.09900520290866	92.18872835646624	86.99438021941607	41.18298730954279	47.28809518819786	50.46195599355188	51.88802370730554	52.84865097945925	55.46003736383459	50.878888455188196	52.044655649495844	53.532949507590324	52.36194414513771	58.725697985874106	52.40940178636068
YDR499W	23.941059355489536	22.59295024555419	20.98474042944527	26.228661679802865	24.170364541251026	30.790226915004652	18.215152122185756	21.33578655308787	16.47602478200951	32.461302945659156	30.126061349449934	29.820130701438273	24.640118094561746	23.44309248026122	9.08685676870217	40.85621198388767	32.85028531275577	31.97655890278543	24.768643828617353	20.379601752130952	20.231590439217413	22.964089438480183	25.141471075597295	21.2991985467652	23.129096065546566	24.030894861492808	23.024737794849486	29.095101097648204	27.822127946740984	30.800863047389427	19.38652763678641	18.85938741305773	22.2583623599245	18.318782871074113	17.578262197503104	18.354092863184388
YDR500C	2094.4778197387013	2092.1297706366304	2407.384876880547	2556.977967166986	2534.0332566640186	2211.30807780371	2330.207081502979	2210.5305527283126	2822.2658383004473	2508.1428978108074	1961.676916325954	2214.25715307355	2404.5997669519725	2841.4685103083407	4280.041895336589	1070.1729801435667	925.4483657469483	884.6673183166791	2381.127949418434	3112.8962611152697	2934.838045446734	1787.2734491848073	1671.3093036845908	1693.305333669608	2496.602808511431	2239.5901724519813	1998.8411706413	2241.258393604422	2237.085220424871	1930.5587117488124	2359.9848013947494	3121.5624627758425	2476.395425416001	2219.2759464115084	2302.7156216314625	2703.243085352224
YDR501W	14.651928325559595	11.714312579803789	13.133744928625916	36.58992992641814	34.82729799807534	40.22406421641561	11.428471079527641	12.107753073410798	9.000621337507237	53.65494696778576	44.72584405699586	46.55356796311368	13.69097162356236	15.294948946502085	9.646156324853296	35.52498689625986	33.429180884164474	36.60484799412743	11.591655931838218	11.884690780819337	10.956249205771197	9.596544737031921	9.444771350862315	8.67353367457436	15.311942512269084	16.678697551254388	18.05664839817559	21.85665100116928	21.139460391783704	19.600472832311727	15.228550231202576	11.752101862920947	15.836264638548185	8.44761868594522	9.744372076202968	8.825197560737283
YDR502C	561.140125597706	613.3559896553681	553.8464387469983	556.5939791565589	588.3945651687454	760.5302446703759	516.0420808296682	538.6159029935052	487.9528484827269	521.2898058613314	457.64954077826883	416.94757180197007	649.3174482687203	572.3724094598789	186.4191911546798	988.7967647941939	1201.9662561986643	1210.3415040371483	646.0890335701631	512.7139494780386	530.7939836042642	536.7240843147098	506.5647257860346	528.9278535367711	1062.6056781190453	1079.5818261303448	1048.0881248007695	1148.5406767969864	1222.3687067713943	1334.843870722693	842.476474374339	702.3616969052289	790.592586782856	933.123960049509	857.8345522222867	788.9726619299131
YDR503C	39.635753821866004	35.041368555193415	37.75001127127796	35.1017453317097	31.49471743253921	39.20141851599827	25.72269170467702	23.3438434502151	23.886666383512235	47.58389792250113	32.948719213981725	36.180161169426896	33.494386920906265	36.3322120588839	28.97697658463914	56.99749939598286	49.97662542182589	53.590887351752826	28.327257338541248	33.78980712193733	30.011597456397443	29.441251446326326	25.840533325537272	22.067134285691083	27.676515808561483	28.71011322368435	30.9743676226014	30.00900626917569	33.28778665589317	33.471223377966425	29.745056635606836	28.935099283706876	32.49700012034735	63.29314303333198	65.0874083551506	63.47353630222584
YDR504C	33.8960047647266	31.49569748864141	31.514291754052827	36.03605937103425	30.14591583452603	44.73893839348584	34.33843026553136	31.131649510060033	26.967075525411524	53.474725308045365	43.2471469645109	43.44563280692028	33.19919803137131	35.374133289672464	29.341536335799294	43.255807191880315	46.74970476434629	43.922575104367795	30.140092999207887	33.28783079001844	25.27769550086047	22.949356934379516	21.13266896062265	23.52582904280974	35.165732668830096	29.460526172353042	29.943427418570447	32.23312808125563	35.81001487132758	32.466983146706674	27.834098189810202	29.934874467027896	34.30585088460143	33.6058273408094	37.27355438984742	22.95515868257348
YDR505C	43.14015876769383	35.712465025738794	38.19138172722917	27.433744723273236	31.736542860541363	39.423185178400736	34.46805423214672	36.332278474373574	32.454589655665984	38.28362137097617	30.615705920076383	30.772300680122164	36.27252688553049	36.149542043129124	5.339843886999733	52.93345830322674	52.225750240220094	47.51726826585068	31.689005913656498	26.205103852725134	25.17054936413563	46.45041712250342	40.50366702301539	43.35206063214883	40.65289745320245	39.852418492501016	40.615816754102134	40.960501125019896	44.826063711361684	47.10351619128118	48.18939778238262	43.14412044849595	45.65478364139132	59.018409623207006	54.06497395687545	48.5361678381495
YDR506C	16.965639592655545	17.11628845154375	16.363367528940845	14.538357285933131	14.52663323438824	13.714768355391296	16.082809810547086	17.459788565207766	14.960382349605526	13.719112332062108	14.048841709542867	15.66535445497543	16.91914161628021	15.165751846889009	4.916851324008537	22.640353519894784	22.591522982705722	23.73402649410315	14.62675057368967	13.09818934565826	13.82918708412371	14.06791148922009	14.451975455233365	12.890240374951983	16.720396274917377	15.304110198848704	16.182455811808026	16.897210111345725	16.9934214428901	15.926527101262213	6.69933708009163	7.3574290913699105	7.467429523047662	9.324616136506311	8.259118782536703	6.629374425966943
YDR507C	42.781034717619576	39.975209391211145	38.6158388679235	24.77593817046974	22.969849746155774	44.26448043969808	24.40906119804677	25.457168821421543	20.01914970400172	34.87090715389959	31.204895040158707	24.40180213178865	46.47703744036384	40.91518793120049	8.970233010183993	71.31241622200827	74.40095907113347	76.46333044652167	42.494418182658045	34.09383050640966	35.45725791183939	28.07642522033769	26.599779742690625	26.836083770369296	44.40334788792517	42.61471407627642	43.28905637562692	57.34471607324254	54.678149734016095	57.63180963031356	54.68788647949766	40.47302539900059	56.07990118633145	7.458418303996788	7.019124867932245	6.278343552506172
YDR508C	218.44810870142686	233.13200155478512	201.85813139332967	173.28036422387564	179.2641886470979	325.71407086958015	124.39709717801743	137.52111839587445	114.02141170117012	294.4812060471979	235.04343535046812	190.29616317915412	233.74432179628673	203.1721545653987	70.01670184268181	91.60462555787375	148.6718207927017	158.71237039998567	246.83674988185808	166.81060398262497	194.57345112751472	112.27843504311487	103.47216307932041	102.85264798590423	317.71263805343244	297.6081532854394	281.19685326746145	111.01811437925095	88.45438234947669	106.78395558650124	332.15360925208745	205.59524692250082	329.4815946702627	266.3008621023947	240.48299364520287	161.4590791070283
YDR510W	360.1395770082329	310.50400092560443	371.3398652768464	266.7186010688643	274.8715986348696	349.56067495300204	318.78040749489804	332.549406490885	316.34648081953526	421.7306838837368	355.229259317113	344.91450097879317	320.3724692563591	377.5048778454624	327.8209279613445	513.7493729255718	468.7750980778877	426.0565407935272	355.71327064366875	324.80642942078583	333.3712637700771	332.66183336511995	289.629148896206	291.67815828839014	321.5954123084393	292.4989666083219	300.7620805987706	273.87782094267425	284.2892949239877	293.3478438075088	231.40434321130292	269.5684415363381	261.33658092577923	219.10845456899918	212.50226796950318	172.17913622974243
YDR511W	63.271599672121816	57.876615849106635	71.32050595954885	54.23189856002687	57.74674016394582	54.42149633799912	83.95537666945094	83.80405233776237	81.68728222872421	86.8233418762878	77.79996618229656	73.20540639536596	63.40369326406534	63.586314069003684	77.35469514210277	119.27476715706727	95.32594843705427	90.39901355095516	55.02012986697507	47.08250874036044	48.38722046712831	90.09153889580064	99.0266726430725	92.3551502310639	44.26729117705664	49.466691883876805	36.698697524146745	42.445145016538305	41.975483553063334	38.961628079398665	76.79555873915562	85.97941748695004	78.46279938881405	81.90956587113868	89.47463914505397	84.160942730027
YDR512C	59.78465867333362	54.816673923549644	61.036719739070094	44.663130986336796	44.51701857007123	63.63128802596821	56.7788298574172	58.180590037948875	63.828737566995535	74.4839939821378	52.657402298283245	64.41914915977823	54.89281196253624	58.75361657325107	70.50731771792472	121.60802375935224	94.76112338366718	93.81019604203735	46.02028989305036	53.79221833277617	48.76730135297282	80.90863296921576	72.50717492238513	71.8705056198595	56.37161253399944	56.46270927370024	52.79083721012165	46.2782145647733	51.73100579258247	50.528151734606155	40.307745564181516	48.464105869749524	53.88384560835071	74.05877189106602	66.95830665795245	80.54043881249201
YDR513W	233.9706528457869	173.49991620785985	223.37686525630306	175.1312885367022	207.00452359003245	212.65664835067503	207.34963956348426	202.27350795224746	218.7041221339411	291.1821770769432	225.9948566335038	238.37972612834446	165.51715556986565	167.1711086608912	146.23264927596964	438.880745349068	397.3197436336632	340.87345898145776	139.17691184009232	156.19047050674826	151.91571092492163	379.3152783172818	413.0112752756861	391.4452263643527	194.72405765309333	160.8705456379435	170.5203467556754	156.68322103247857	165.7525871628495	149.0990859563959	129.73266255597443	140.80820911042358	127.32453136114678	195.76716333565477	188.4536573968228	203.14925923466402
