""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ETS2-2"	3.97524297172192	1.66241844231505	1.17389875938181	1.41615146027627	0.156731164036924	0.999723955945567
"HRA1"	21.6272158555898	0.291652130632166	0.471218961500676	0.618931228283665	0.535961665000054	0.999723955945567
"ICR1"	90.4178060385924	0.0888813608054493	0.307087749667499	0.289433104712533	0.772249964645315	0.999723955945567
"IRT1"	98.2344894469682	-0.626993178009393	0.336713297595416	-1.8620980593489	0.062589269521496	0.999723955945567
"LSR1"	34.580740729563	-0.690451899359259	0.420871864767985	-1.64052757420572	0.100895520010003	0.999723955945567
"NME1"	15.8799591740506	-1.19711684266703	0.797009070005526	-1.50201156764593	0.133094121409069	0.999723955945567
"Q0020"	3.23906851679394	-3.12968810442386	1.88206648423245	-1.66289986599502	0.0963324812353421	0.999723955945567
"Q0050"	1.38833220486776	-3.50145006158984	2.15433328845549	-1.6253056480876	0.104097448566394	0.999723955945567
"Q0055"	0.692069994255883	-2.48898821810819	3.23535182683608	-0.769309908574063	0.441709356426423	0.999723955945567
"Q0085"	0.225692117974263	-0.678666097362616	4.56209215174643	-0.148762031714509	0.881741411502318	0.999723955945567
"Q0110"	0.310918584187747	-1.37859519225454	4.5393801643921	-0.303696791704856	0.761358902481076	0.999723955945567
"Q0130"	0.155459292093874	-0.678666097362616	4.56209215174643	-0.148762031714509	0.881741411502318	0.999723955945567
"Q0158"	8.07727288229972	-0.239885574897728	0.871779872754337	-0.27516759952237	0.783187478277644	0.999723955945567
"Q0285"	0.335726931599875	-1.46096446396066	3.92165506076942	-0.372537727393604	0.709492527714782	0.999723955945567
"RDN5-1"	9.08575913967996	0.862038560930449	0.694135985707222	1.24188714989637	0.214278201878096	0.999723955945567
"RDN5-2"	0.224601156520361	1.72495830638867	4.56193850609171	0.378119587558068	0.705341757897798	0.999723955945567
"RME2"	150.440010488232	-0.222419900440776	0.221491414438172	-1.00419197288057	0.315286090483936	0.999723955945567
"RNA170"	8.8563891161081	-0.621353242086211	0.755129637062678	-0.822843140554205	0.410597200366373	0.999723955945567
"RPR1"	13.1361581159792	0.651592856631603	0.639770718427952	1.0184787109868	0.308450512998337	0.999723955945567
"RUF20"	43.538125581776	-0.504224852708358	0.421476751087167	-1.19632898234066	0.231568203028887	0.999723955945567
"RUF21"	1.48722957642087	1.24367118827336	1.82266809544394	0.682335523062113	0.495026815852274	0.999723955945567
"RUF22"	0.451384235948525	-1.82829605182961	4.50622186049759	-0.405727038843073	0.684943172867681	0.999723955945567
"RUF23"	12.3421174958597	-1.42290560717956	0.773373826556669	-1.83986780819158	0.0657876472373516	0.999723955945567
"RUF5-2"	0.631426765118346	-0.215548764875688	2.79487925644535	-0.0771227466727248	0.938525897662058	0.999723955945567
"SCR1"	15.9815955773691	0.469500203518483	0.520297925061043	0.90236801052666	0.366861408429891	0.999723955945567
"SRG1"	133.730591023176	-0.665440028816823	0.23603745186268	-2.81921374580826	0.0048141448815696	0.999723955945567
"YAL001C"	487.45334729836	0.256094989576141	0.177251464467936	1.44481169927072	0.14851078400606	0.999723955945567
"YAL002W"	360.404663564436	0.05744039505871	0.166557890506937	0.344867450493544	0.730194021844891	0.999723955945567
"YAL003W"	20318.6424932945	0.0604494958926015	0.248748573000904	0.24301444291052	0.807994208955778	0.999723955945567
"YAL005C"	5027.19996679182	0.484712104526259	1.44031247012909	0.336532602875275	0.73646927023661	0.999723955945567
"YAL007C"	1254.95740671571	0.137608052878611	0.182783298270304	0.752848067524817	0.451541218287853	0.999723955945567
"YAL008W"	285.811609041617	-0.0489693241673703	0.257543112201393	-0.19014029825452	0.849199192608331	0.999723955945567
"YAL009W"	269.038142716734	0.258457823346262	0.204866318642937	1.26159255976445	0.207095434792132	0.999723955945567
"YAL010C"	247.134563005598	0.14870418317512	0.197025421796033	0.754746173461126	0.450401296051404	0.999723955945567
"YAL011W"	418.979755623372	-0.0299185970669493	0.177183302180277	-0.168856752858733	0.865909316858707	0.999723955945567
"YAL012W"	8287.62478031639	-0.134018381676381	0.185840302988659	-0.721148101467309	0.470818398834391	0.999723955945567
"YAL013W"	625.086590213791	0.0598036734552152	0.167535671399722	0.35696083679117	0.721121124533336	0.999723955945567
"YAL014C"	690.97536432639	-0.00754330389314589	0.168993130111859	-0.0446367487728814	0.964396850554685	0.999723955945567
"YAL015C"	345.293417415959	-0.190912852451363	0.38188299230526	-0.499924993514128	0.617127892808208	0.999723955945567
"YAL016C-A"	85.6847664923306	-0.431857197454889	0.315078476677099	-1.37063376086291	0.170489153112332	0.999723955945567
"YAL016W"	1551.11182162492	-0.0498399235443676	0.147968698633566	-0.336827477734278	0.736246957974655	0.999723955945567
"YAL017W"	512.712006513473	0.0522726378199329	0.314529070610709	0.166193343332103	0.868004797852131	0.999723955945567
"YAL018C"	3.41692912305596	-0.868487642321516	1.1914326841213	-0.72894394613829	0.46603595138006	0.999723955945567
"YAL019W"	1005.37299550079	0.0416752854342977	0.226869419725706	0.183697236430916	0.854250977025794	0.999723955945567
"YAL019W-A"	12.31939568586	0.446953911691868	0.605473133418628	0.738189503419042	0.460399300493977	0.999723955945567
"YAL020C"	236.461747982834	0.0644861176671819	0.219348601656668	0.293989189719649	0.768766163910353	0.999723955945567
"YAL021C"	1297.33898254501	0.319022006550832	0.224790949940317	1.41919417412282	0.155842413986881	0.999723955945567
"YAL022C"	812.829101906002	0.10983546290282	0.141824865972864	0.774444327159355	0.438668078882208	0.999723955945567
"YAL023C"	4192.33671813653	0.256727525758116	0.153243637142442	1.67528995360169	0.0938773556180671	0.999723955945567
"YAL024C"	331.620556351136	0.153447221821556	0.221182709780881	0.693757762410868	0.487834134943679	0.999723955945567
"YAL025C"	2299.43472810271	0.0672265742630778	0.248120179249786	0.270943598647814	0.78643441184338	0.999723955945567
"YAL026C"	893.777537189225	0.0230584583741564	0.182902513600424	0.126069663670839	0.899676780725888	0.999723955945567
"YAL026C-A"	45.6362822642611	-0.181973926515217	0.379103022348877	-0.480011806257116	0.631218998039343	0.999723955945567
"YAL027W"	216.141151802187	-0.00571814377793883	0.225470928159934	-0.0253608916440117	0.979767105013743	0.999723955945567
"YAL028W"	132.42027715657	-0.0492352783880583	0.326271640079491	-0.150902721352254	0.880052453743519	0.999723955945567
"YAL029C"	1125.90822036504	0.220997724977531	0.189062624956181	1.16891281409401	0.242438760189243	0.999723955945567
"YAL030W"	380.059353045935	-0.0425048885105996	0.262896268980348	-0.161679314337386	0.871558394969103	0.999723955945567
"YAL031C"	468.908109631624	0.0921621498337763	0.243268938408136	0.37884881825379	0.704800133038961	0.999723955945567
"YAL031W-A"	25.3737195865003	-0.108937999303346	0.447785606023041	-0.243281601369161	0.807787256284772	0.999723955945567
