""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"YHR092C"	11562.4223783422	7.27122228867375	0.134670013472148	53.9928830569066	0	0
"YDR277C"	1512.25119591732	4.78119366930864	0.164688198826269	29.0317928265909	2.61268648185783e-185	8.67542546300892e-182
"YDL215C"	4152.93018697427	2.86668632860943	0.102755539358914	27.8981196195799	2.81195610418749e-171	6.22473349596971e-168
"YMR011W"	25363.5708764717	5.28389023208393	0.214558728240516	24.6267782970861	6.52753863551676e-134	1.08373460196167e-130
"YBR297W"	859.361778079115	4.09945396774262	0.194210014066163	21.1083552382939	6.66521078064365e-99	8.8527329588509e-96
"YNL104C"	4290.24685371196	1.32941916425717	0.0641568142093056	20.7214024050518	2.22120760804109e-95	2.45850662083348e-92
"YKR075C"	2772.51161237268	4.6127693477233	0.224495859921184	20.5472357011071	8.14723618071346e-94	7.72939935373115e-91
"YBR296C"	565.4982041308	5.24098048581108	0.259960301428969	20.1606955254401	2.16812922248225e-90	1.79981827081307e-87
"YLR174W"	1201.48360828394	4.71571278400545	0.235579833716924	20.017472249649	3.8790820125576e-89	2.862331516155e-86
"YPL134C"	1175.57439929819	2.5813527299545	0.139782055525727	18.4669821905674	3.8078495360351e-76	2.52879287688091e-73
"YBR298C"	639.866016545384	3.88049735536716	0.210777167027248	18.4104256172373	1.08367594371024e-75	6.54244722016339e-73
"YDR342C"	3423.36466645896	8.85767085741059	0.487454062076538	18.1712935567245	8.71200347018131e-74	4.82136792045617e-71
"YGL028C"	6000.40202959886	-1.08773891235055	0.0627311118482375	-17.3397040209022	2.35948757039087e-67	1.20533515038198e-64
"YNR044W"	2464.53067921734	-3.16470504023748	0.186693753497158	-16.9513172291844	1.88189794526741e-64	8.92691732465775e-62
"YDR028C"	778.788165323854	-9.36497120023589	0.559314942479769	-16.7436456439292	6.30082292440718e-63	2.78958433606587e-60
"YMR191W"	1040.0289503895	2.08193402324049	0.125251903095503	16.6219751699344	4.83142911921613e-62	2.00534504879464e-59
"YMR303C"	6627.50706684657	4.40322780103144	0.26685498114996	16.500451976038	3.64156697500824e-61	1.42256742829587e-58
"YNL117W"	537.060325236827	5.34943409296947	0.325686185702401	16.4251181898688	1.26437226479027e-60	4.66483122804009e-58
"YER065C"	2030.49971736779	3.3097751735325	0.211340427350192	15.6608710175843	2.80035565169334e-55	9.78797993836603e-53
"YPL198W"	2775.02953956808	-1.50066238697593	0.0960446666038503	-15.6246300813935	4.9478472382964e-55	1.64293267547632e-52
"YGR289C"	246.439189420971	2.88116345005603	0.194536758761055	14.8103806622732	1.25527420951843e-49	3.96965525019615e-47
"YKR093W"	472.565131420606	-2.01111728633376	0.138757146314992	-14.4937924982136	1.32613954037157e-47	4.00313303982163e-45
"YKL217W"	3202.90069861298	5.91889380100693	0.410000646636409	14.4363035755303	3.05808644366482e-47	8.82989220538178e-45
"YCL027W"	435.232491044276	-2.51422879901272	0.175517147054617	-14.3246904430959	1.53410131979189e-46	4.24498619364081e-44
"YGR292W"	276.763280871823	4.56355620549042	0.329887523680884	13.8336732307129	1.59655073448841e-43	4.24107737109502e-41
"YNL217W"	918.619652740144	-1.30179541009053	0.0946694087020647	-13.7509616669037	5.02570201613576e-43	1.28368027265991e-40
"YPR030W"	687.765204112982	2.34500722892963	0.175927283592739	13.3294119083779	1.56123505506854e-40	3.84006000026303e-38
"YNL144C"	335.907590072248	1.5953303288755	0.124318605999603	12.8325950572563	1.07695509849589e-37	2.55430671753971e-35
"YGL009C"	5067.84301681525	2.97131316042631	0.23226236947401	12.7929167654462	1.79604339123945e-37	4.11293936593835e-35
