""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"YDR277C"	1398.96292172026	4.90763774961125	0.137056775230653	35.8073341602571	8.49178133080554e-281	5.74214253589071e-277
"YLR174W"	1856.87926223394	5.44583735219411	0.153707974776533	35.4297645266063	5.94561920634999e-275	2.01021385366693e-271
"YMR303C"	6586.31493196617	4.53566273006208	0.137062638727407	33.0918970492222	3.88687795185155e-240	8.7610229034734e-237
"YPL187W"	7724.7115305748	-10.7375872083655	0.326906731433804	-32.8460266366212	1.29797082262992e-236	2.19421967565587e-233
"YKL209C"	760.464305138287	3.7983640611496	0.13937949611171	27.2519571896378	1.57542667238402e-163	2.13060703173215e-160
"YNL117W"	935.936055543949	5.40280545930616	0.198786597602644	27.1789221429599	1.15292056477907e-162	1.29934147650602e-159
"YLR377C"	1908.30655389823	5.58711074958438	0.21425287302766	26.0771800659264	6.61795703396978e-150	6.39294649481481e-147
"YKL217W"	1783.43057763331	5.02767850207059	0.19459180535006	25.8370515296164	3.40178209233547e-147	2.87535631354656e-144
"YGL009C"	5909.64025685963	2.9615618687585	0.118557517853006	24.9799584403447	1.00958010607987e-137	7.58531186368008e-135
"YDL215C"	3463.23571980256	2.68471335241027	0.110448305076951	24.3074201142316	1.63634877082821e-130	1.10649903883404e-127
"YNL145W"	742.769373684925	6.75979537250296	0.279584012351381	24.1780469335538	3.78694805410941e-129	2.32794024926253e-126
"YJR095W"	2178.77020145234	6.82341821690157	0.288975257638637	23.6124652077799	2.87013233363895e-123	1.61731957000555e-120
"YJL212C"	843.996666658571	-3.0357352821339	0.133050234380436	-22.8164594844207	3.14775248323399e-115	1.63731556089448e-112
"YKR075C"	2464.7586687006	3.66766207007666	0.161342371318085	22.7321691141251	2.15425719949685e-114	1.04050622735698e-111
"YKL120W"	1303.44876328649	2.24999367814421	0.0999617450528635	22.5085474143566	3.4230310343444e-112	1.54310239028246e-109
"YMR011W"	17740.4175923012	4.36769158646438	0.197406993689164	22.1253133176311	1.80380656065111e-108	7.62333747695174e-106
"YIL162W"	6228.7911017754	3.71091566887071	0.168085135114114	22.0775957752086	5.18970344369299e-108	2.06428086389718e-105
"YLR040C"	1138.5862772298	-3.79054302584616	0.178486935877906	-21.2370894665315	4.33958715265152e-100	1.63023824034609e-97
"YBR230C"	1485.81597757812	2.60952812704967	0.12552756712548	20.788486440123	5.50189911536507e-96	1.95809693779466e-93
"YDR028C"	780.536437791383	-8.42942522260105	0.40654523385285	-20.7342861770016	1.69957715650808e-95	5.74627036615382e-93
"YER065C"	2788.25235236674	3.6088943467507	0.184803139636001	19.528317288651	6.30840361932217e-85	2.03130596542174e-82
"YKL178C"	1018.82796841588	-4.42661715848719	0.227492895215376	-19.4582655176828	2.48038083887009e-84	7.62378874201798e-82
"YDR216W"	1442.86900838234	2.77447020385366	0.146939186447564	18.8817583037574	1.61131546180431e-79	4.73726745770467e-77
"YHR092C"	19799.2054349005	5.45232863765655	0.292454837182048	18.6433183673504	1.43083248580231e-77	4.031370528748e-75
"YDR178W"	2629.82226343815	1.74827535141031	0.0963902291394411	18.1374747940603	1.61272808447418e-73	4.36210692288577e-71
"YFL026W"	1518.53840045532	4.53262350247278	0.250372942507186	18.103487769421	2.99113469266207e-73	7.77925107376189e-71
"YIL015W"	521.753371553072	3.47562657500695	0.203681775447155	17.0640037253048	2.75041448754013e-65	6.88826028323939e-63
"YPL134C"	1402.60886674748	2.59050939471334	0.152344365032883	17.0043007114453	7.63103130843401e-65	1.84289406098681e-62
"YKR097W"	3610.55350609423	5.1291323474906	0.321989097635913	15.9295217917295	3.95369184873541e-57	9.21891871763753e-55
