Gene Symbol	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3	mpc1_1	mpc1_2	mpc1_3	WT_starv_1	WT_starv_2
											
ELF1	6.28939	10.9136	11.683	11.86	0.986721	11.0453	8.40864	11.3598	9.79931	8.79521	8.85908
											
PIR1	12.2628	10.3148	12.0079	10.9764	13.7777	11.539	7.92015	8.77922	9.33711	0.829669	2.25522
											
MCD4	9.23299	8.18412	10.0667	9.53017	10.7794	9.64628	8.59647	9.10492	8.83853	7.65928	8.36119
											
TPK3	9.38181	7.94046	8.23058	9.97151	10.589	9.33908	9.19067	8.92642	9.16337	8.97454	8.2926
											
MRP49	10.808	10.413	10.7406	8.05377	9.16685	7.81116	9.67158	9.37053	9.24786	7.39676	7.31992
											
KKQ8	7.80749	7.3984	8.35821	9.61687	10.2955	9.56567	8.92386	9.73652	9.61074	9.37152	9.31518
											
MRPL38	7.15894	11.3511	13.0772	6.51323	3.24996	5.79357	9.53482	12.2147	11.233	9.56596	10.3075
											
NNK1	7.84209	7.03471	7.60207	7.37796	8.09472	7.85988	9.15945	8.89219	8.88869	13.3343	13.9139
											
EBP2	10.6721	8.04605	9.04874	8.30346	9.69321	9.26704	9.36185	8.30308	9.6902	8.88985	8.72447
											
SNU114	8.71973	8.22859	8.75054	9.69785	9.81177	9.88739	9.25497	9.19162	8.74863	8.93533	8.77358
											
TPO5	9.81578	8.65742	10.1647	8.79054	10.1896	8.81613	8.74165	9.23685	9.44941	8.37974	7.75821
											
ZRT3	11.5947	9.88195	10.7072	10.0827	12.6314	10.8445	8.63603	8.3815	8.84328	4.22913	4.16757
											
LST4	9.30681	8.48252	9.62897	8.99599	9.7378	9.83921	9.10559	8.64497	9.54179	8.31705	8.39931
											
STE3	1.51211	1.45865	1.92401	11.4867	12.7234	11.5355	21.2202	17.125	16.6855	2.15657	2.17255
											
COY1	9.05121	8.11607	8.42623	9.15793	10.3687	10.0237	8.72496	8.83782	8.6679	9.46859	9.15688
											
RPL17A	1.19738	16.4766	2.05206	3.1998	3.30692	3.43513	21.6019	21.5152	11.7309	9.60476	5.87933
											
PRS1	9.08733	9.99372	10.4467	10.1415	8.39607	9.57002	8.03337	9.22482	7.87257	8.63509	8.59881
											
FAS1	11.9228	11.7551	11.3939	8.03514	8.04155	7.98448	8.8002	8.3345	8.63511	7.51759	7.57956
											
LOT5	12.3767	8.05046	8.5456	9.51135	9.45506	10.4326	9.85187	9.16156	9.221	7.08229	6.3116
											
SPE1	7.12093	8.35652	8.12755	24.4618	15.3475	23.4865	4.36805	4.11075	3.78331	0.32467	0.512347
											
ASH1	9.57058	9.55324	10.4505	8.60182	10.5299	9.01888	9.93146	9.92596	9.86324	6.44863	6.10576
											
MTR2	8.46912	10.49	8.6394	8.62531	8.36185	10.5393	7.98018	11.0964	8.0459	10.4203	7.33238
											
YKL187C	2.44916	3.08423	2.99716	13.0585	7.83812	10.2269	3.59258	2.22552	3.11745	22.9665	28.4438
											
PXA2	4.29413	4.40924	4.56078	8.21581	9.62572	9.24072	3.19903	5.4454	4.0941	22.7883	24.1268
											
HYM1	9.30642	10.043	10.9042	8.56668	6.54636	9.31627	9.62173	10.5152	9.6211	7.84474	7.7143
											
CNB1	9.29714	9.29182	7.43862	10.2598	7.41584	9.71809	8.84813	9.34735	8.32476	8.68465	11.3738
											
DPH2	10.4881	9.15534	9.75243	9.09727	10.0435	9.67509	9.00805	8.28972	8.43033	7.87628	8.18382
											
ACP1	12.4345	10.9003	9.82017	8.77418	8.59327	10.3662	9.39369	7.79233	7.32822	6.674	7.92313
											
SDS22	8.42339	7.48016	8.65069	8.3692	9.89745	8.75249	9.13739	8.95014	8.87725	10.231	11.2308
											
MST1	8.54554	10.2134	11.1209	8.02992	6.71057	7.61033	9.27386	11.0263	8.84452	9.40381	9.22082
											
MIA40	11.1386	10.4244	10.9771	5.83049	4.87734	5.75607	9.99277	9.54019	9.56147	10.2202	11.6813
											
YKT6	10.1398	9.15317	9.90444	9.75952	9.95825	9.6572	8.64038	9.05949	8.47457	7.70142	7.55171
											
PEX1	8.27979	8.24687	9.06703	9.80865	8.60948	10.6349	8.33566	8.84636	8.78668	9.41105	9.97352
											
PTK1	8.46388	6.84792	8.82073	8.66921	11.1217	9.08461	8.58205	7.66514	8.81111	10.9785	10.9551
											
MNN4	11.8972	11.0642	12.0899	10.2437	12.4329	10.4129	7.68098	8.10836	7.47854	3.65655	4.93479
											
TOR2	8.81731	8.36223	9.28825	9.41733	10.3367	9.72215	8.72826	8.55919	9.1508	8.66609	8.95175
											
EAP1	8.47885	7.55294	8.57796	8.42132	10.3822	8.62143	9.61595	9.24559	9.35189	9.33899	10.4129
											
LOS1	8.43415	8.34065	9.07923	8.64885	9.6215	8.46505	9.65139	9.10748	9.65855	9.39163	9.60151
											
ADD66	8.76857	8.05024	8.91612	7.9949	8.76702	8.09791	10.4445	10.0299	9.56565	9.67475	9.69042
											
AIM27	8.1913	8.7161	8.40573	10.1755	8.8858	10.1997	8.26499	9.88743	9.00273	9.66569	8.6051
											
CBT1	11.4902	10.3558	11.1399	4.78813	5.52063	4.97325	10.9518	11.1835	11.4429	9.27632	8.87761
											
STE6	32.1934	29.5348	31.1104	1.58586	1.762	0.589552	0.810218	0.93612	0.682485	0.362903	0.432194
											
UBA1	9.16206	8.74665	9.00503	9.42643	9.44622	9.91294	8.58212	8.98289	8.67552	9.0842	8.97594
											
TRP3	6.48676	5.95992	6.11446	6.66991	6.24213	7.3069	12.4312	11.7899	12.3712	12.5769	12.0508
											
SAC1	9.29382	7.77108	9.39654	9.75564	10.1541	9.67097	9.55409	9.10669	8.92566	7.89105	8.48034
											
DOA1	10.0298	8.89402	10.0027	9.01027	10.0989	8.71378	9.05066	8.6818	8.43443	8.50891	8.57474
											
YRA2	8.64041	7.95899	9.10239	9.37075	9.22437	9.23521	9.28612	9.37991	9.8512	8.67908	9.27157
											
OXP1	9.06958	8.60845	9.14239	10.2333	10.1879	10.3917	8.20974	8.28997	8.03745	8.94324	8.88623
											
URA1	9.57387	9.46832	9.92674	6.65907	4.46065	6.35633	10.5686	10.6846	11.7416	10.1577	10.4026
											
JEN1	10.7407	10.8697	12.473	15.4582	16.002	17.1534	4.75683	5.74235	3.93931	1.40599	1.45844
											
SRY1	6.19785	4.63158	6.06527	3.21826	4.45719	3.35589	12.8887	13.576	13.8769	15.5264	16.206
											
COS9	6.75554	7.01903	7.98757	10.6568	11.749	10.154	8.73366	10.2481	8.78216	8.78657	9.12762
											
VPS1	9.85377	9.02233	9.29377	8.88326	9.08976	9.16226	9.07954	9.25013	8.57005	9.25146	8.54367
											
PAP1	9.60326	8.09856	9.68055	9.94872	8.4896	8.98325	9.4964	8.66762	9.48888	8.39918	9.14398
											
OSH6	9.5085	9.04237	9.53408	9.30051	9.44032	9.07811	8.74866	9.11849	8.56335	8.97775	8.68787
											
ECM9	8.66687	8.32735	9.05966	9.50728	9.89621	10.0469	8.51558	8.34321	8.71839	9.46411	9.45445
											
MRPL13	12.664	9.98323	11.684	5.60678	6.57898	5.79699	10.9492	10.2311	11.1882	7.55959	7.75798
											
MEH1	12.2025	9.45833	7.43608	9.03836	10.8336	9.31926	10.4142	7.11098	8.45805	6.73874	8.98995
											
RSC4	8.725	8.40306	9.64224	9.30063	9.78567	9.21548	8.85446	8.98846	9.15245	8.90083	9.03172
											
FOX2	2.40214	2.95384	2.62486	4.47992	4.49591	5.04441	1.62371	2.29405	2.61945	32.4786	38.9831
											
TOF2	8.80267	8.72937	9.20404	9.85408	9.34583	10.0847	8.43148	9.4271	8.83976	9.10585	8.17517
											
YKR011C	11.4247	11.0696	10.6434	8.29689	9.04464	8.70188	7.87414	8.63166	9.1951	7.81983	7.29819
											
PRY2	2.79717	6.81254	11.1465	28.5191	1.34699	15.1702	5.67048	7.99264	13.5104	3.35791	3.67603
											
YPT52	8.5611	8.17103	9.2734	10.8567	10.1384	10.6142	8.50012	9.26723	8.03212	8.24323	8.34246
											
FCJ1	10.4557	10.4022	10.6954	3.55195	4.13913	3.74977	11.3078	11.9714	11.1313	11.2627	11.3327
											
YKR017C	9.97819	9.85667	11.8816	10.5941	9.69047	8.84263	9.14389	9.22493	11.0064	4.19219	5.58896
											
YKR018C	8.42628	8.1286	8.6869	9.77739	10.1058	9.63678	8.74156	9.2627	8.86199	9.2851	9.08693
											
IRS4	9.65832	7.15994	8.58531	10.0287	11.7074	10.5044	9.82953	9.08525	11.5074	5.99457	5.93911
											
VPS51	10.7689	8.4761	8.91912	9.71495	10.7008	10.1546	9.16503	8.65966	10.0855	6.46436	6.89097
											
ALY1	7.96227	7.09872	8.3436	9.03762	11.3634	9.5845	9.11651	8.64588	9.00465	9.68504	10.1578
											
NTR2	10.1703	8.46649	9.50549	8.96567	10.4453	10.1777	8.46013	8.93443	8.55414	8.13665	8.18367
											
YKR023W	8.71988	8.38763	8.95623	8.92491	9.16753	9.69834	9.08122	9.48618	9.2015	9.06018	9.31639
											
DBP7	10.1386	8.83347	9.23158	9.35733	10.7692	9.94183	8.9603	8.66841	8.72823	7.86204	7.509
											
RPC37	11.1821	8.84393	9.12826	8.22463	9.1692	9.08517	9.04028	8.44758	9.55658	8.41164	8.9106
											
GCN3	8.27271	9.17564	9.76056	9.52939	8.06153	8.85827	8.99731	9.56045	8.91956	9.25929	9.6053
											
BCH2	7.95294	7.87122	8.39151	9.60424	9.12166	9.95399	9.37239	9.72585	9.23262	9.3194	9.45418
											
SAP190	8.6757	8.00184	8.64486	8.94406	9.82215	8.79961	9.32967	9.60536	9.41717	9.51182	9.24775
											
SET3	7.89174	8.26443	8.87998	9.61799	8.74249	9.96436	9.31452	9.64969	9.36193	9.13208	9.1808
											
GMH1	7.90719	8.73768	7.996	7.95996	9.67074	9.12659	7.5955	10.6007	10.878	10.5048	9.02291
											
SPO14	8.02945	7.5274	8.23455	9.48154	9.72701	9.83831	8.92807	9.34585	9.30052	9.8787	9.70861
											
DID2	10.4956	9.28354	10.3089	9.11368	9.91465	9.58384	8.88483	8.88507	9.15097	7.25882	7.12011
											
CAF4	7.38645	8.11018	8.11479	8.12983	7.92628	8.4059	10.7126	11.1292	10.882	9.54497	9.65784
											
SPC34	7.98927	8.13127	9.51025	9.5773	9.87198	8.48814	8.45175	9.66848	8.43067	9.68233	10.1986
											
KAE1	8.18921	9.50887	9.51576	10.7105	7.54085	10.298	8.38301	9.40487	8.45272	9.33948	8.65668
											
GAP1	3.008	3.31169	3.27028	3.30714	3.54667	3.41313	1.74348	3.12118	2.91966	38.2854	34.0733
											
YKR041W	8.91295	7.76469	10.4303	8.59658	12.3884	10.9039	7.48292	9.58334	6.91078	8.97882	8.04735
											
UTH1	4.91052	4.7417	7.12194	18.2462	10.7502	12.8963	10.725	10.7774	15.9107	2.24824	1.67176
											
SHB17	8.65707	8.98019	9.33179	8.8918	8.1112	9.15839	8.55464	9.9202	8.54845	10.0031	9.84317
											
PET10	6.19532	5.47623	6.59994	10.5162	12.8783	10.3772	7.08316	7.92984	6.67153	14.0782	12.1941
											
NAP1	8.45201	9.89399	9.46487	9.65847	7.8421	8.33506	8.84917	8.85496	9.14651	9.34624	10.1566
											
FMP46	8.03756	6.61253	9.03762	10.2277	11.7973	10.4671	7.71085	6.47868	7.20399	9.91322	12.5135
											
MRS4	10.3419	9.10342	9.97292	6.25556	6.8804	6.5079	9.72923	10.6338	9.35521	10.3783	10.8412
											
DYN1	8.76067	8.24201	9.28186	10.1246	11.4408	10.1092	8.55013	8.64787	8.67907	8.1664	7.99738
											
RHO4	8.99851	7.44469	10.1697	8.83946	9.58945	8.49828	9.12503	7.78279	9.72785	8.74193	11.0824
											
TRM2	9.06756	7.83029	8.32427	9.92505	11.9818	10.3433	9.14112	7.94757	8.62125	7.9978	8.81998
											
RPS21A	7.02401	7.62452	8.15463	8.44733	9.10173	8.77476	11.0523	8.92324	10.9719	9.89527	10.0304
											
GLG1	6.03177	6.36363	7.0811	7.11864	8.78576	7.5506	7.88413	10.3994	8.91877	16.1174	13.7487
											
UTP30	8.36154	9.58665	10.3401	10.7599	6.80129	10.6237	8.21141	8.81741	8.85787	8.3604	9.27975
											
TFA2	8.93474	8.2697	8.7418	9.27828	8.01025	9.57048	9.34089	9.82522	9.57886	9.36913	9.08066
											
LAS1	8.64782	7.9755	8.20698	9.57523	10.8585	10.3194	9.3221	9.13895	8.98805	8.74397	8.22343
											
OAF3	7.51532	7.06789	7.7982	9.56908	10.7661	9.47031	9.54461	9.90126	9.57989	9.7356	9.05177
											
PAM17	8.31116	9.78334	11.8316	10.7576	6.54883	10.1948	7.91438	9.03569	8.9669	8.20795	8.44771
											
CCP1	9.49081	8.82322	9.35865	6.61246	7.17698	7.07593	9.76218	10.0725	9.6447	11.039	10.9436
											
GPT2	6.50706	6.68562	7.53324	11.0269	10.8196	11.2249	7.7707	8.76326	7.87315	10.5653	11.2302
											
BET3	9.35104	8.61989	9.48322	9.17453	10.4817	8.94047	9.14957	8.92129	9.08074	8.17073	8.62679
											
MET1	6.94567	6.69337	6.90118	6.6371	8.41946	7.75909	12.568	12.0003	13.5207	9.44368	9.11149
											
YKR070W	9.94646	9.9649	10.1385	8.16325	8.21417	7.76784	10.0159	9.7237	8.97066	8.78647	8.30816
											
DRE2	8.56646	10.034	11.0341	9.90389	9.83675	8.83156	9.74309	10.4926	9.03829	5.77117	6.74809
											
SIS2	9.03545	7.77937	8.16126	9.22448	10.457	9.21757	9.70627	8.72475	9.16807	9.38046	9.14536
											
AIM29	9.93029	7.6395	9.67302	8.07549	10.5093	8.42444	9.62461	7.91735	9.60296	8.35593	10.2471
											
ECM4	8.04751	8.36123	8.11539	12.8181	12.3691	14.137	5.45555	6.37204	5.24406	10.0908	8.98922
											
MSA2	12.0258	8.80439	10.0903	10.6571	9.05498	11.6583	11.4578	9.93245	10.496	2.78924	3.03371
											
YKR078W	9.666	8.76962	9.18838	9.02941	10.4085	9.30725	9.11431	9.47946	9.11159	8.49914	7.42631
											
TRZ1	11.1828	9.81777	10.0056	8.63499	9.35221	8.91387	8.61347	8.35588	8.35595	8.39339	8.37403
											
MTD1	6.95764	5.74907	7.20875	6.6465	7.30178	6.83068	10.531	10.5905	10.9404	13.4169	13.8268
											
RPF2	8.51847	9.54189	10.0806	9.84761	7.90423	9.88842	9.0566	9.11756	8.88853	8.51864	8.63746
											
NUP133	8.6744	8.52308	9.59957	9.63282	8.25808	9.27384	9.07055	9.11902	9.1002	9.0675	9.68095
											
DAD2	9.63624	9.04761	8.62401	9.93304	9.51546	10.0448	9.49362	8.41679	8.50117	7.28383	9.50341
											
HBS1	8.8208	8.06243	8.53938	9.04301	10.3277	9.0757	9.22026	9.59292	8.74453	9.52007	9.05323
											
MRPL20	11.2339	10.0159	11.1704	5.0863	5.60496	5.07309	11.2363	11.1328	11.2902	9.03053	9.12572
											
PRP16	8.23696	8.71978	8.89449	9.47988	10.0237	9.82546	9.39923	9.49995	9.19175	8.41936	8.30947
											
OMA1	9.01474	8.59534	8.27251	6.77185	7.56492	7.34121	9.79914	10.0236	9.89954	11.3616	11.3555
											
TVP38	10.6149	9.17613	9.78872	9.8026	12.2074	10.0093	9.27144	8.58804	8.71542	5.69739	6.12871
											
TGL4	8.36886	8.25812	9.01637	9.58593	11.1484	9.91398	8.50293	8.7345	8.14073	9.07878	9.25145
											
PXL1	9.74567	9.50774	11.1474	8.74941	8.36975	8.7434	8.88827	9.24348	10.5361	7.08324	7.98552
											
SRL3	14.0591	11.0586	13.563	8.90369	11.4493	9.59327	9.40877	7.96436	9.67062	2.31109	2.0183
											
SRP40	11.4812	11.9227	10.1239	9.89735	10.3194	9.82166	9.28919	9.23981	9.00253	4.91661	3.98565
											
PTR2	13.6077	12.8488	12.6816	10.7855	10.5778	11.5537	8.51953	6.91031	7.105	2.67983	2.73015
											
MLP1	9.44497	8.17501	9.05151	9.48628	11.159	9.69427	8.99078	8.57043	8.88902	8.09982	8.43893
											
PCC1	10.5401	10.8286	10.3461	8.66644	9.84471	8.88501	8.29046	8.42186	8.51627	7.50181	8.15862
											
YKR096W	6.22582	7.51039	7.59048	11.0746	9.47974	11.058	7.96305	8.53319	7.87809	11.1722	11.5144
											
PCK1	0.892576	1.8357	1.87408	2.20824	2.24989	2.37683	2.09036	2.93407	3.52658	43.5998	36.4118
											
UBP11	8.15018	8.28977	7.42727	12.6364	11.1786	12.201	9.82772	10.9766	9.87963	5.15235	4.28046
											
BAS1	8.25043	6.33468	6.53641	7.97265	8.85872	8.79886	11.2356	10.3723	11.7625	9.57488	10.3029
											
SKG1	10.8044	10.1017	10.6979	9.929	11.1398	10.0041	9.6399	9.07354	9.79225	4.24911	4.56835
											
SIR1	7.00035	8.8797	9.23087	9.10092	10.3388	9.46663	9.25644	9.35327	9.31408	8.90025	9.15865
											
DNM1	9.89157	9.8369	10.5676	7.64135	7.91079	7.86492	9.51304	9.60458	9.40889	8.88945	8.87089
											
RTT109	8.87761	7.68351	8.19948	9.10395	11.4499	9.83594	8.78594	9.2391	8.99471	9.01475	8.81512
											
SFI1	7.63352	8.02127	8.25949	9.86295	11.3909	10.6403	8.86471	8.78835	8.26927	9.22461	9.04467
											
ORC3	8.66004	8.24906	8.44564	9.78398	10.6478	9.92402	9.49859	9.42153	8.81435	8.38254	8.17243
											
MMM1	9.95505	8.5203	8.84228	9.65774	9.85779	9.86478	9.65998	9.54208	9.33976	7.39056	7.36969
											
YLL007C	9.00985	9.90408	10.0136	9.32875	7.8839	9.25338	10.0678	10.1565	10.0336	7.4052	6.9432
											
DRS1	10.6338	9.59694	9.92491	8.49487	9.65489	8.80012	9.45625	9.24601	9.35785	7.77762	7.05676
											
COX17	6.55992	9.44608	9.56717	9.38805	6.89517	8.98828	9.70353	9.33965	8.35573	8.06382	13.6926
											
PSR1	8.38205	8.85547	8.2187	9.32188	10.0467	10.4599	8.17032	9.89566	8.51846	9.79235	8.33849
											
SOF1	10.3845	9.094	9.0982	8.53718	9.03097	9.56514	9.77343	9.23889	9.82064	7.87713	7.57995
											
YEH1	7.50544	6.92161	7.17809	14.7691	17.6393	15.755	8.52371	9.09596	8.88037	1.9678	1.76369
											
PUF3	10.5397	10.1239	10.8029	9.80512	9.19739	9.72704	9.39064	9.22027	8.64037	6.13758	6.41506
											
BPT1	9.77116	8.85163	9.86022	10.263	10.3069	10.0254	8.93859	9.06302	8.97667	7.16761	6.77581
											
DPS1	7.31135	11.4052	7.04263	8.56884	8.12003	7.81552	9.48126	9.87502	9.51042	11.0076	9.86214
											
KNS1	7.42178	7.35135	7.83495	6.84155	7.59719	6.91941	6.17742	7.19485	6.58852	17.7051	18.3679
											
SPA2	9.95258	8.6483	9.37389	9.58488	11.2086	9.68076	9.39864	8.90499	9.24228	6.88407	7.12098
											
HIF1	7.71575	9.85505	8.97809	10.5054	4.42179	11.3823	8.54439	9.40901	10.0452	9.493	9.65
											
POM33	8.1062	6.59978	6.87607	9.60406	11.3469	10.2841	7.75813	9.17498	7.6955	12.516	10.0382
											
SSA2	8.18964	11.5557	7.46036	9.62704	8.9099	9.93836	8.29831	8.99685	7.84062	10.5739	8.60928
											
HSP104	7.65801	8.45853	8.90051	9.00564	9.18267	8.84102	7.18158	8.17758	6.86104	13.0006	12.7328
											
ISA1	9.18551	8.84074	9.7985	7.27068	7.52422	7.50922	11.6882	11.5277	12.1169	7.24932	7.289
											
TPO1	15.8017	12.6787	15.7684	2.65591	3.28772	3.00499	9.51335	10.8439	10.2124	7.57458	8.65842
											
FRA1	7.33017	7.23587	7.75622	8.70142	8.53588	8.81166	8.93134	9.50247	8.96099	11.9762	12.2578
											
GPI13	8.81633	9.35373	8.61129	10.1568	10.26	10.2646	7.69598	9.48095	8.48069	9.15843	7.72125
											
YLL032C	8.38886	8.90584	9.6174	10.0765	7.5341	10.196	8.7023	9.16959	9.2746	9.07084	9.06394
											
IRC19	14.6398	15.0231	14.3386	3.77765	4.75488	4.10106	10.8568	11.7393	10.1544	5.88856	4.72584
											
RIX7	9.66175	8.85406	8.97456	10.4902	9.86334	10.8371	8.08612	8.07858	8.11278	8.66905	8.3725
											
GRC3	9.31453	8.11777	8.59326	10.0604	10.1454	10.0957	8.61834	8.41673	8.94868	8.98143	8.70779
											
PRP19	9.12216	7.90126	8.46916	8.1225	9.25266	8.98848	9.3415	9.26714	9.45896	9.76521	10.311
											
ENT4	8.92559	8.64191	8.81839	9.27157	9.77073	9.86376	9.44409	9.49995	10.0844	8.08069	7.59895
											
VPS13	9.24292	8.78116	9.25994	9.07497	8.78636	9.33695	9.26782	9.26252	8.99121	9.08437	8.91178
											
SDH2	12.5689	18.699	13.6656	2.26262	1.97173	1.53294	10.2439	9.71412	9.47725	10.3756	9.48836
											
FPS1	9.95432	9.33582	9.86759	11.0286	13.4401	11.9293	8.46027	8.44976	8.54272	4.5992	4.39235
											
RPL8B	9.98942	17.5486	7.53702	9.1637	6.95518	7.86808	8.10085	7.52707	8.27447	9.58742	7.44822
											
YBT1	8.60115	8.02689	9.02039	8.79414	9.38924	8.73869	10.0461	10.2944	9.76751	8.62459	8.69689
											
COF1	6.93252	11.0578	7.30283	10.2327	11.0544	10.165	7.46643	8.70473	8.05188	9.4164	9.61539
											
YLL054C	10.5412	9.87169	10.8255	8.99527	10.4924	9.81788	9.65726	9.59752	9.55661	5.64256	5.0021
											
YLL058W	10.4708	9.91531	10.2879	9.10223	9.20493	10.3584	9.93556	10.6297	10.1534	5.2661	4.67578
											
GTT2	6.18334	8.21889	7.77654	14.2537	0.822689	20.0212	7.51437	7.89638	8.27508	8.89418	10.1437
											
MMP1	8.76809	8.9515	9.2697	14.9016	15.3884	15.6829	6.18907	6.41678	6.17382	4.27477	3.98342
											
MHT1	9.37097	9.72985	9.01133	11.9802	12.4879	12.1989	7.37534	7.48713	6.94359	6.98468	6.43009
											
YLR001C	7.94622	8.34197	8.55362	9.34663	10.7714	8.81025	9.15816	8.91924	8.78101	9.73727	9.63427
											
NOC3	9.14948	8.22418	8.82075	8.98813	9.19302	9.03035	9.74758	9.41599	9.44378	8.88655	9.10018
											
CMS1	9.04371	8.47727	8.75928	9.74097	12.1131	9.41572	8.32694	8.12309	8.64062	8.48423	8.87502
											
SSL1	9.6324	8.56133	9.21356	9.78454	10.8137	9.68528	9.36119	9.02603	9.27364	7.14537	7.50296
											
SSK1	8.88954	7.81024	8.55725	8.85655	10.2661	9.84734	9.88375	9.63034	9.76327	8.11147	8.38412
											
NSE1	8.92762	8.95458	9.76334	9.88986	12.0421	10.8872	8.22044	8.09866	9.35347	6.69173	7.17098
											
PAM18	10.2492	8.70346	9.51919	8.88223	10.3072	9.41758	8.78179	8.68765	9.07541	8.2211	8.15519
											
RLP24	11.2299	11.0267	10.8082	9.75994	9.99026	9.36026	9.21552	9.33181	9.25905	5.21414	4.80422
											
LOT6	8.77625	8.59747	9.91659	9.24511	11.2058	9.22296	8.34454	8.56049	7.90865	8.84105	9.38112
											
BRE2	8.3481	8.61933	8.65285	10.1695	10.0242	10.3404	8.32505	8.56904	8.37793	8.98237	9.59129
											
PML1	6.62746	8.72667	9.62371	10.2276	4.82258	10.5287	8.57443	10.1201	9.96673	9.77026	11.0117
											
MEU1	10.8359	9.79918	10.3264	9.82179	9.913	10.684	10.9759	10.3962	10.9908	3.07936	3.1774
											
POM34	8.62319	7.79744	8.70665	8.76308	10.0365	8.82091	9.77988	9.488	9.41758	9.22201	9.34473
											
PSR2	11.3615	9.43037	10.812	9.43558	10.8285	9.62397	9.54831	9.15565	8.88157	5.27717	5.64536
											
YEH2	10.5959	8.19939	10.095	8.86427	10.3605	9.05485	8.69674	8.23461	9.47916	8.20793	8.21158
											
IRC25	10.6441	7.78305	10.7345	7.50078	10.6687	8.08407	9.72684	7.17749	10.8214	6.91158	9.94746
											
SDO1	9.66763	9.32564	10.8221	8.92594	7.09179	8.52804	8.56659	9.07371	10.3565	8.82467	8.81743
											
IZH3	6.61113	5.08877	6.16125	13.6055	17.1481	13.9716	10.5914	9.23871	10.9466	3.45311	3.18393
											
UBR2	10.137	9.49932	9.31995	10.2721	9.40571	9.91178	9.98326	9.63049	9.13828	6.55737	6.14477
											
SNF7	8.70668	7.744	8.96207	8.45682	11.0438	8.10245	9.20494	8.91763	9.28379	9.23866	10.3392
											
SED5	9.96878	8.49189	9.5969	8.44844	10.2674	9.47429	9.7292	8.94977	9.2929	7.71476	8.06573
											
AAT2	7.88581	7.94854	8.75595	9.05215	7.80366	8.97109	8.94035	9.16045	8.85974	11.2706	11.3516
											
ADE16	8.8853	8.45402	9.50311	8.56826	8.42173	8.65281	9.0476	9.33825	9.22725	9.90788	9.99379
											
RPL15A	7.18883	19.34	8.07905	10.2671	6.19963	6.72135	7.80369	8.4997	8.24877	9.478	8.17392
											
RAD5	9.97423	9.6657	10.3857	10.0571	9.03896	10.6822	9.22936	9.46919	9.6471	6.07152	5.77895
											
RSC58	8.94021	8.23378	9.00451	9.01051	9.12267	9.50178	9.3812	9.41435	9.46374	8.94068	8.98657
											
MLH2	8.89754	7.7165	8.43789	9.10123	10.3461	9.41754	9.07107	9.75529	10.0166	8.96713	8.27318
											
YLR036C	8.11136	9.26587	9.90396	10.2551	11.3746	10.0277	10.8417	10.1567	10.1879	4.64812	5.22699
											
COX12	9.80117	13.6662	10.8414	2.40745	1.16596	2.16086	12.3922	13.9303	9.99213	11.549	12.0933
											
RIC1	9.13258	8.68904	9.45804	9.11364	10.1216	9.23886	9.18326	8.85734	8.98262	8.47672	8.74628
											
TRX1	9.75427	17.4565	7.70997	10.4942	8.64169	9.58202	7.94628	6.56536	7.53961	7.09666	7.21338
											
PDC1	7.61341	9.84542	6.84729	10.4004	10.1639	10.1403	8.73052	8.69737	9.15449	9.57548	8.83148
											
STU2	8.9958	8.46689	9.05785	9.49372	10.346	9.86279	8.61109	8.76974	8.84273	8.7197	8.83368
											
FRE8	8.21296	8.19233	8.8898	10.2556	10.9435	10.6093	8.09415	8.59235	7.66572	9.1628	9.38144
											
RPS0B	9.35022	13.7318	9.00004	8.92452	10.6425	7.58486	7.82524	9.7608	7.17492	8.95316	7.05188
											
YLR050C	10.4534	8.84423	8.97073	12.9217	14.0348	11.7785	6.5374	6.694	6.57194	7.07735	6.11604
											
FCF2	10.1784	8.3998	9.58015	8.429	10.1328	9.46953	10.041	9.33742	9.90469	7.14604	7.38126
											
IES3	9.06632	8.43184	9.13188	8.25965	9.90886	9.01619	9.56225	8.76226	9.19032	9.07482	9.59562
											
SPT8	9.02293	8.84694	8.42201	10.0451	9.46346	10.5757	9.37128	9.30155	8.77773	8.41615	7.75711
											
ERG3	10.8306	8.06087	10.9819	11.8505	15.2248	13.1497	9.54836	7.70368	10.2876	1.2028	1.15917
											
YLR057W	8.84868	8.56019	8.70918	8.99789	9.92735	9.39393	9.32346	9.25644	9.14135	8.95534	8.88618
											
SHM2	5.13592	5.01128	5.27418	5.95818	6.16911	5.88954	11.0379	12.1455	12.3858	15.4508	15.5419
											
REX2	9.57402	9.71594	10.4754	9.89276	8.81339	9.0314	8.88376	9.07019	8.78853	7.54967	8.20499
											
FRS1	11.3047	8.59681	9.41491	8.33275	8.52377	8.99425	9.31533	8.81568	9.7015	8.74407	8.25625
											
RPL22A	9.15133	10.6509	8.63277	8.83309	8.33271	8.64505	9.2922	9.0945	8.74488	9.76237	8.86025
											
YLR063W	8.73022	7.57674	8.17158	9.35195	10.9498	9.62111	8.84615	9.02772	9.57539	8.9454	9.20398
											
PER33	8.53149	8.1969	9.063	9.27506	10.3386	9.65264	9.11374	8.45645	8.31424	9.29762	9.76022
											
SPC3	9.79567	7.41626	9.12649	9.46383	11.4517	10.2515	10.0728	8.4452	9.66052	7.10173	7.21428
											
