Gene Symbol	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3	mpc1_1	mpc1_2	mpc1_3	WT_starv_1	WT_starv_2
MDJ1	10.0451	8.33206	8.91245	9.25763	8.19217	10.3634	9.03445	8.62934	9.20161	8.99159	9.04021
											
GNA1	8.68607	8.54187	9.30748	9.23283	9.41991	9.08613	9.02854	10.1553	9.1015	8.71024	8.7301
											
SMX2	9.82294	9.11285	10.5644	9.36203	10.844	8.8018	8.83191	8.21619	9.23525	7.27779	7.93082
											
LPD1	11.9483	12.1948	11.0094	6.57419	5.39203	5.85283	10.3323	9.45662	9.55915	8.93383	8.74659
											
GAT1	10.1031	9.63508	11.3155	6.51979	6.93098	6.82199	10.9651	10.5826	11.4578	7.88564	7.78237
											
FRS2	10.576	8.94125	10.2894	8.17017	9.85437	8.39839	8.96649	8.72195	8.95694	8.32924	8.79576
											
BUD27	9.67292	8.23665	8.83786	8.91547	10.0785	9.12053	9.28717	8.87244	9.55327	8.57258	8.85259
											
EPL1	9.90888	8.33958	9.44768	9.59572	11.5365	9.80363	8.67714	8.53005	9.18108	7.23637	7.74338
											
BST1	9.11845	7.45167	9.59133	8.21053	10.3417	8.78799	10.017	9.92156	10.7258	7.58505	8.24891
											
STE2	35.4546	29.8769	30.8539	1.41922	1.26086	0.265392	0.178969	0.116989	0.239854	0.217363	0.115932
											
GYP8	7.29571	6.91554	7.809	8.98465	10.3187	9.27183	9.82284	11.3473	8.89731	10.0038	9.33327
											
CAF16	6.9053	6.46835	7.38627	7.18214	7.34247	7.88624	11.4511	11.0925	11.4534	11.1288	11.7035
											
CAK1	8.63301	8.2181	8.68781	9.1936	9.34251	9.2193	9.00908	9.34708	8.69963	9.85333	9.79657
											
AGX1	12.0098	14.4176	12.9955	1.62822	2.04257	1.47909	13.1731	13.6279	10.2958	9.41486	8.91559
											
RIM15	9.23378	8.40623	9.40397	9.51927	12.15	10.3066	8.11998	8.66566	8.75774	7.68099	7.75569
											
RPL22B	8.40333	10.2085	8.96513	8.27073	8.83202	7.72821	10.1876	10.3865	8.96953	9.34475	8.70373
											
MOB2	10.1003	8.52201	8.45507	9.74811	10.0482	10.2945	10.8206	9.98575	9.67378	6.1843	6.16726
											
YFL034W	9.39706	8.52637	8.72784	8.91613	10.2357	9.19104	8.61238	9.10421	9.23954	9.40021	8.64948
											
RPO41	11.2192	10.5164	11.2328	8.91304	9.71964	9.05508	10.7554	10.6945	10.0291	4.10799	3.75692
											
TUB2	9.38002	8.71026	9.48383	9.7566	11.3235	10.2407	8.22184	7.99795	8.4295	7.99294	8.4629
											
YPT1	9.81078	7.5696	8.99451	9.50134	10.677	9.84091	9.86606	8.42655	9.18588	7.97658	8.15076
											
ACT1	9.11157	9.81996	8.66585	9.18734	9.89657	9.09514	8.5812	8.8007	8.63763	9.33296	8.87108
											
FET5	9.50056	9.8311	9.29575	10.8677	12.2224	10.7415	7.79541	7.84096	7.86804	6.98686	7.04977
											
YFL042C	7.67909	7.14996	8.49754	10.0275	11.1848	10.0036	9.3194	9.65402	9.43384	8.49071	8.55954
											
OTU1	9.09963	7.7333	8.8245	10.1347	12.3119	10.8864	7.92511	7.82668	8.25913	8.5245	8.47412
											
SEC53	9.69912	10.4561	9.37364	9.22346	9.11761	9.23105	8.87426	8.50449	8.73487	8.35548	8.42993
											
FMP32	9.08117	8.15792	8.58926	8.39286	10.2707	9.04245	9.77874	9.16817	9.36521	9.11966	9.03383
											
RGD2	9.1466	8.20555	9.22035	9.46811	10.761	9.8199	8.93693	8.43089	8.78023	8.50626	8.7242
											
EMP47	9.30105	8.43357	9.40993	9.15754	10.8667	8.95113	8.64285	8.79923	8.55587	9.03508	8.84706
											
SWP82	9.08387	8.22738	8.17878	9.10645	10.2	10.0107	8.96066	9.14497	8.77843	9.51079	8.79795
											
YFL052W	9.76942	7.84767	8.37157	12.9592	13.986	11.5636	10.6772	9.4094	10.2944	2.81399	2.30763
											
SNZ3	9.69766	9.77823	9.31658	2.34182	2.93674	2.29511	14.5723	10.4117	11.5809	12.5217	14.5472
											
SNO3	3.10414	5.22929	5.97832	4.75493	2.48456	5.12192	18.5064	12.5552	16.8497	9.71604	15.6995
											
LOC1	10.7388	9.31401	9.42081	9.5168	9.86932	9.9619	8.85584	9.14481	8.62412	8.10774	6.44587
											
NIC96	8.81264	8.01301	8.35265	8.9238	9.56438	9.02551	9.33488	9.37459	9.06227	9.91368	9.62258
											
YPI1	9.63174	8.95438	8.52862	9.09054	10.73	9.07331	9.74527	9.35949	9.12839	7.60055	8.15774
											
RPN11	10.3261	8.40115	9.88304	8.67541	9.77489	8.35432	9.146	8.70212	8.71728	8.38832	9.63135
											
SAD1	6.7466	7.82603	8.05539	10.6849	8.3299	10.5182	9.4908	10.0429	9.16434	9.37667	9.76431
											
YFR006W	7.656	8.28572	8.78709	10.3716	9.10427	10.0893	8.78264	8.94456	8.56925	9.40409	10.0055
											
YFH7	8.71457	9.66221	9.29769	12.4275	7.92483	12.149	7.88872	8.35717	7.56073	8.42515	7.59244
											
FAR7	9.13907	8.15831	8.87414	8.68506	10.2976	9.60056	9.5134	9.18036	9.29941	8.58193	8.67017
											
GCN20	10.948	9.55578	10.5771	8.42387	9.63133	8.34164	8.85391	8.55288	8.68661	8.04494	8.384
											
UBP6	9.72215	9.33484	8.8691	8.54408	8.0934	9.11995	8.66825	9.18321	8.87756	10.0175	9.56993
											
AIM13	10.8365	11.0645	13.0721	5.09476	4.57088	4.38596	10.934	10.5717	11.8666	8.03878	9.56414
											
IOC3	9.34521	8.12312	8.82734	8.53942	10.0093	9.1861	9.19964	8.85419	9.31528	9.29257	9.30786
											
CMK1	9.08394	9.16502	10.3107	10.5791	9.42731	9.99711	7.68103	8.36719	7.51444	9.02773	8.84639
											
GSY1	9.05573	8.21793	9.58948	10.0971	11.6308	10.8036	8.0515	8.65049	8.19132	8.00491	7.70719
											
YFR016C	9.77008	8.52378	9.47289	9.56103	10.0385	9.60018	8.94183	8.64229	9.14073	8.05591	8.25281
											
IGD1	10.1357	9.81979	10.2876	7.44855	8.70279	7.59633	6.5202	7.20071	6.46149	12.8253	13.0014
											
YFR018C	9.6289	8.4373	8.64593	11.0641	12.6279	11.4976	7.84307	8.03197	8.38485	7.17648	6.66191
											
FAB1	8.82074	8.20273	8.72197	9.11323	9.80242	9.67635	9.44833	9.19945	9.65257	8.81474	8.54747
											
ATG18	9.36331	8.40302	8.87276	8.77264	10.1111	8.91391	9.47299	9.18056	9.1291	8.89903	8.88155
											
LSB3	8.98424	8.61987	9.05868	9.0801	10.2677	8.97738	8.94431	9.15247	8.50391	9.35195	9.05943
											
HIS2	8.58208	7.55043	8.08218	8.91563	10.2606	8.90441	9.86929	9.04078	9.63376	9.59826	9.56255
											
CDC14	9.72598	9.2735	9.42047	8.49883	9.06097	8.67516	9.3244	9.05163	9.00134	9.24447	8.72325
											
PTR3	9.65088	10.2501	9.38343	8.91029	6.84847	9.83573	7.62881	9.3502	8.14577	10.435	9.56128
											
MET10	7.69408	7.23381	7.73869	9.33988	10.35	10.2059	12.7702	12.9198	12.0881	5.30372	4.35573
											
SMC2	9.14114	8.21331	8.23079	9.86991	9.54126	10.7134	9.44192	9.20189	9.53622	8.29212	7.81804
											
RPL2A	9.39771	14.562	7.91032	8.43351	7.89527	7.42841	9.02605	8.5069	9.07928	9.40819	8.35235
											
QCR6	8.32725	16.7809	11.8295	4.1185	2.74451	3.25426	9.79379	12.1628	7.84674	11.2856	11.8561
											
PHO4	13.0913	10.6374	12.5625	9.08442	10.2754	8.44886	9.10299	7.91906	9.01503	4.61639	5.24672
											
CDC26	8.71447	8.58476	7.35703	7.43191	8.0866	9.112	13.3297	11.96	11.2562	6.82314	7.34419
											
RSC8	9.05033	8.29524	9.5835	9.08577	9.22876	8.82357	9.51241	9.53043	9.31462	8.28001	9.29535
											
IRC5	10.2637	9.81171	9.66566	10.1131	10.9127	11.4203	9.19467	9.88326	9.3145	5.17655	4.24394
											
YFR039C	8.97459	8.66742	9.35243	10.798	11.7142	10.6672	9.48792	9.40042	9.00496	5.94269	5.99009
											
SAP155	9.06758	8.4388	9.5982	8.47356	8.86828	8.80161	9.95408	9.65047	9.65368	8.56068	8.93306
											
ERJ5	10.251	7.79831	10.0566	9.35017	11.154	9.51061	10.07	8.48493	10.2359	6.26582	6.82276
											
IRC6	11.6785	10.3744	9.75472	9.19895	8.43093	9.95764	9.82293	10.7027	8.43153	6.77624	4.87149
											
DUG1	8.93198	8.88915	8.95586	9.60155	9.41525	9.80553	8.66003	8.88019	8.4969	9.26943	9.09412
											
YFR045W	10.9942	9.88957	11.2333	4.76011	5.60443	5.251	10.6001	10.47	9.29151	10.3212	11.5846
											
CNN1	9.68797	8.91126	8.78596	9.43795	10.5625	10.5851	9.72985	8.90435	9.30513	7.01012	7.07986
											
BNA6	7.76821	7.88331	8.8498	10.7261	7.89125	10.0103	9.51473	9.89856	8.70501	8.88654	9.86616
											
RMD8	8.37174	7.80859	7.95596	8.60008	9.99597	9.63538	9.59216	9.03583	9.32129	9.94092	9.7421
											
YMR31	10.5647	11.0073	12.2685	4.79962	6.34309	2.87192	10.5962	10.8296	11.8996	9.55355	9.26588
											
PRE4	9.67942	9.03733	9.49763	8.63981	9.77727	9.41911	8.97023	8.75225	8.39675	8.42654	9.40367
											
RET2	11.2918	8.93804	9.10935	9.00191	10.8064	9.8864	8.61072	8.77746	8.46336	7.96166	7.15293
											
RPN12	9.65868	9.19833	9.57787	8.97917	9.73334	9.458	8.84597	8.63179	8.23604	8.74191	8.93889
											
HXK1	7.38818	11.1343	7.52073	13.2983	10.8912	13.4346	6.95807	7.98293	7.63232	7.73436	6.02496
											
ERG26	7.976	8.81003	8.76455	11.5815	9.22793	11.9241	8.34927	9.59619	8.3728	7.8415	7.55611
											
ERP6	9.34697	8.47149	9.17746	8.59367	10.4567	8.79555	9.98648	11.8715	9.99788	7.32435	5.97796
											
CDH1	8.56563	9.21059	10.2833	10.4951	7.29642	10.8005	8.89495	9.97726	9.00078	7.80172	7.6737
											
RPN14	7.66669	7.31852	7.76332	9.23676	10.0507	9.53587	9.14147	9.46082	9.01476	10.3802	10.4309
											
COG7	9.69394	8.39425	9.04826	8.6337	10.1516	9.00278	9.74798	9.14337	9.49027	8.1102	8.58367
											
PMC1	8.02127	7.66091	8.18354	9.4833	10.8121	10.2063	8.30511	8.62045	8.32605	10.2472	10.1338
											
PMA1	8.64005	10.8133	9.27308	7.12197	5.66966	6.22828	10.317	10.6001	10.4644	10.4292	10.4429
											
LEU1	21.4679	20.6813	19.6636	6.78088	6.93715	6.01797	3.80464	3.83821	3.67435	3.65856	3.47545
											
SCL1	8.95369	9.36436	10.1464	10.3637	7.66345	10.1467	8.07262	8.47334	8.37277	8.88841	9.55458
											
ERG4	7.42726	9.19593	8.15778	13.7348	10.0195	12.1093	8.85334	11.0169	9.04941	5.5434	4.8925
											
PDR1	8.30887	8.73617	8.80218	9.90828	8.98913	9.94674	9.239	8.93829	9.25074	8.95172	8.92888
											
PUF4	9.3179	8.99321	8.95026	8.77443	8.42309	8.69464	9.29321	9.96138	9.27597	9.27838	9.03754
											
KAP122	8.05912	9.66737	10.455	11.1541	8.21601	9.66232	8.4511	8.94878	8.33694	8.57906	8.47021
											
ATE1	7.63345	7.93574	8.67	10.038	7.80334	10.2873	8.9021	9.66553	9.07331	10.145	9.84624
											
JAC1	8.8766	8.43333	9.7476	9.07159	8.63681	8.73678	8.85346	9.39698	9.29086	8.92943	10.0266
											
CKB1	7.06021	10.1681	10.0914	10.8032	3.46351	10.482	8.76291	10.4016	9.8855	9.2952	9.58634
											
GET1	8.83374	8.27435	9.7483	10.1215	12.0202	9.55497	8.59685	8.65383	8.34794	7.87294	7.97535
											
ALK1	9.97012	10.5923	10.5734	9.04992	7.94317	9.28918	10.3337	10.7609	11.4042	4.57237	5.51063
											
STT3	9.50495	7.72901	9.775	10.0409	11.2616	9.74116	8.69913	8.41706	8.87481	7.65884	8.29755
											
PIB2	10.8903	8.7449	9.21608	8.52089	9.9572	8.67132	9.4328	8.9031	9.16737	8.11189	8.38418
											
PGD1	8.82959	9.57414	8.55102	8.55603	9.23154	9.24985	9.69359	10.5307	9.71398	8.26442	7.80509
											
TRP5	6.92737	6.29015	6.61494	6.17389	6.41102	6.38245	12.1901	11.8314	12.3845	12.3824	12.4117
											
CWH41	9.23202	8.03599	9.30054	10.7409	10.4312	10.9722	8.20634	8.98082	8.00942	8.13723	7.95337
											
SCW11	3.22606	5.2718	8.00917	19.1961	2.29316	13.3724	10.6983	12.3434	15.8683	5.66636	4.05493
											
CGR1	11.8056	8.32861	10.7359	8.12583	10.5087	8.80441	9.74517	8.573	9.48025	6.47746	7.41509
											
RPL30	10.9396	10.449	9.17906	8.29324	7.84784	8.71353	9.77233	8.2409	9.11095	9.18444	8.26915
											
RPL24A	12.9219	12.9753	9.0052	7.50935	5.72405	7.91543	9.50614	8.62381	9.82619	9.27069	6.72194
											
MIG1	6.27276	9.39526	11.1501	14.8821	7.35723	11.1	6.85327	8.69947	7.45564	7.6281	9.20607
											
YGL036W	9.28572	9.417	9.95891	9.19345	8.93785	9.48131	8.60647	8.98301	8.78583	8.8902	8.46025
											
PNC1	9.32718	9.25413	10.1593	10.3547	9.16249	9.77942	7.21094	8.7018	7.68336	9.16739	9.1993
											
OCH1	10.4027	9.96114	10.5104	8.29066	9.43389	8.62302	9.15729	9.66263	8.69577	7.93392	7.32852
											
YGL039W	7.50435	7.30403	7.94934	11.476	10.7482	11.1521	12.1493	11.7171	12.4694	3.71605	3.81409
											
HEM2	9.01674	9.83211	10.3212	8.13232	6.03488	7.98282	9.64299	10.4643	9.661	9.35835	9.55331
											
YGL041W-A	11.2534	9.15285	10.9505	5.39677	7.00909	5.29684	10.937	9.48838	10.709	8.6916	11.1145
											
DST1	8.49128	8.59756	9.49184	10.1097	6.88663	9.14226	9.18715	9.91309	9.832	8.93868	9.40976
											
RNA15	9.4716	8.21296	9.2716	8.07648	10.6271	8.45698	10.1739	9.41368	10.0854	8.03108	8.17929
											
RIM8	9.51609	8.8908	9.09817	8.25544	9.24242	9.36335	9.87371	9.32512	9.20679	8.66498	8.56313
											
ALG13	9.18774	9.59956	10.3188	11.2198	9.44338	10.7312	7.20793	7.85099	7.76645	8.46068	8.21351
											
RPT6	9.73599	9.12422	9.9562	9.22031	9.3212	9.13738	8.46822	8.56326	8.19053	8.89431	9.38837
											
TIF4632	10.7629	9.16838	9.9358	8.61709	9.23282	8.55092	9.6351	9.24387	9.93877	7.61647	7.29786
											
TYW3	9.16963	8.60635	9.19293	8.83249	9.31036	8.83482	8.9816	9.09718	8.92563	9.30248	9.74652
											
ERV14	8.59384	8.91151	9.28399	8.95752	10.8237	8.66476	8.94092	8.87361	8.74336	9.10766	9.09918
											
OLE1	16.9756	12.8969	16.5718	7.07475	9.11384	6.67858	10.057	9.10953	9.85583	0.979268	0.686949
											
SDS23	7.86511	7.91701	7.54029	8.82764	9.12024	9.28207	9.43326	9.77829	8.85971	10.8519	10.5244
											
GEP7	11.7368	11.83	11.7306	4.32961	4.72345	4.48335	11.0311	11.3972	10.2711	9.47537	8.99135
											
RAD6	10.0996	7.87938	8.80183	9.55864	10.6047	9.03681	9.04017	7.23764	8.05759	9.18484	10.4988
											
PKP2	6.80286	6.54081	7.01689	3.95624	4.07713	4.31398	12.5291	12.4079	12.4771	14.6587	15.2194
											
YBP2	8.9184	8.87103	8.48279	9.36861	9.65865	9.35957	9.29115	8.92571	8.63664	9.92173	8.56572
											
DUO1	9.48107	8.71194	8.71073	9.86972	9.90307	9.88965	8.16397	9.13523	8.19435	9.28316	8.65711
											
PYC1	4.4261	5.39915	4.63801	19.47	14.0562	16.8116	9.05837	6.05577	7.30144	4.82631	7.95706
											
PUS2	8.75556	6.88956	8.41027	8.8155	12.0865	8.67693	11.3576	9.74993	12.3306	6.37106	6.55643
											
MRH4	11.4239	10.2604	10.7495	4.47675	5.29276	4.82099	10.7937	10.7116	11.233	10.4707	9.76676
											
ALG2	7.85763	8.01051	8.85358	9.64663	9.20113	9.85522	9.00841	10.0862	8.98543	9.42674	9.06854
											
SGF73	8.16162	8.15831	8.46468	9.75874	9.02207	10.0707	9.57858	10.2404	10.2093	8.36413	7.9714
											
NPY1	9.02186	9.40877	10.3451	10.6823	8.32804	10.0174	8.71072	8.59215	8.19302	8.16925	8.53143
											
MNP1	7.67444	13.739	7.34399	12.9645	12.369	11.545	6.9874	7.5682	6.43138	7.29384	6.08318
											
RPB9	9.14906	8.9728	8.97639	9.89783	6.198	10.0882	9.86382	10.2755	9.20176	8.88474	8.49194
											
AFT1	7.81487	7.00328	7.72031	9.24757	9.78761	9.89165	10.152	9.82011	10.2883	8.59643	9.67785
											
HSF1	9.59925	7.93898	8.92512	8.85184	10.7233	9.40368	8.66162	8.23358	9.83605	8.60913	9.21742
											
MPS2	9.6878	7.26105	8.63763	8.02011	10.2467	8.75944	10.0074	8.13898	10.245	8.8349	10.1611
											
RPL7A	9.32822	14.4382	9.15562	8.7038	8.307	7.57922	8.62346	8.35959	8.88143	9.0818	7.54164
											
HNM1	15.464	13.6365	14.3398	7.11199	8.07668	6.94978	9.04362	10.3804	9.62875	2.44152	2.92687
											
DBP3	11.9808	8.42316	10.9753	7.67035	9.91573	8.0084	10.0897	8.02773	10.6578	6.7816	7.46944
											
KXD1	11.1624	10.3074	9.62134	12.6964	13.5612	13.8076	6.10741	6.00541	6.02918	5.37737	5.32424
											
FMP37	15.4581	14.7336	15.7649	17.3364	15.9091	16.2893	1.07831	0.993822	0.991727	0.822664	0.622036
											
YGL082W	8.48472	8.46837	8.81971	9.51728	9.07398	9.80095	9.11512	9.28034	8.47036	9.58772	9.38145
											
SCY1	10.3777	9.27689	10.0772	9.94874	10.7937	10.299	9.31511	9.42302	8.87245	5.98001	5.63614
											
GUP1	8.79356	8.41599	9.9768	11.3615	9.47822	10.3898	8.42379	9.09798	8.4965	7.69197	7.8739
											
LCL3	9.21567	9.51918	10.3369	6.11776	4.59996	5.76802	10.008	11.2996	11.6037	11.0121	10.5191
											
MAD1	9.59144	7.50895	8.49689	9.1194	10.1726	9.63091	9.37552	8.27767	9.56899	8.45	9.80761
											
MMS2	7.23461	8.54217	9.5093	10.1448	6.747	8.71846	7.82089	9.73695	9.19246	11.0607	11.2927
											
LIF1	8.96434	7.4585	8.12451	9.57662	11.9146	10.8893	8.94271	9.3093	9.90843	7.62244	7.28925
											
NBP35	8.64089	10.5351	12.6902	11.3338	3.41419	9.07839	10.7115	11.3397	12.2152	4.8412	5.19997
											
NUP145	9.16492	8.13666	8.68222	9.23352	9.71129	9.44304	9.11717	8.96379	8.96997	9.19052	9.38692
											
SPC105	9.04878	7.31985	8.29618	9.16414	11.307	10.0156	9.07014	8.76153	9.46265	8.49568	9.05844
											
PAN2	8.35699	8.42758	9.08257	8.836	7.71276	9.43334	9.09519	9.82041	9.26779	10.0089	9.95849
											
VPS45	8.90777	8.81074	8.43421	9.52618	9.22339	9.89139	9.15685	9.43551	8.48592	9.30314	8.8249
											
SRM1	9.07287	8.93916	10.0715	10.5342	7.86032	10.6036	7.96602	8.5315	8.56213	8.66739	9.19134
											
USE1	10.5637	9.62321	7.78372	11.4871	10.2474	12.2625	6.69784	7.65934	6.08672	10.1601	7.42846
											
LSG1	10.7282	8.93024	9.59418	8.84339	9.08195	9.20513	9.04655	8.54196	9.26259	8.42227	8.34356
											
SEH1	8.39221	9.91945	9.50917	10.449	6.1617	10.6652	8.36257	10.033	8.79081	9.0048	8.7121
											
YGL101W	9.19475	11.0693	12.437	11.458	7.95704	9.59099	7.52209	9.09662	7.90227	6.53257	7.23934
											
RPL28	8.67603	15.9543	8.9982	8.80715	8.12952	6.88516	8.0433	7.76057	8.54877	9.42845	8.7686
											
ARC1	9.49872	10.7875	11.2272	9.07973	7.52093	8.1005	9.0681	8.39305	9.01375	8.31434	8.99626
											
MLC1	9.81526	9.34592	8.14592	9.30758	8.2639	9.21667	10.0661	9.60668	8.60753	8.27116	9.35327
											
RMD9	10.1827	9.13809	9.63707	8.15411	8.99051	8.12652	10.096	9.58428	9.25925	8.53617	8.29533
											
YGL108C	9.8715	6.76107	9.2996	7.35512	11.4144	7.94724	9.06828	6.91351	9.89102	9.17641	12.3018
											
CUE3	10.2382	8.98296	9.50323	8.73259	8.92154	9.04508	10.0143	10.0269	10.3508	7.20655	6.97798
											
NSA1	10.2331	8.69932	9.36526	8.83038	9.93766	8.73585	9.06727	8.62617	8.69733	8.89888	8.90883
											
TAF6	9.08555	8.61346	8.58785	8.68926	9.14257	9.31827	9.59237	8.84296	9.81824	9.36619	8.94327
											
SLD3	10.5708	5.68863	8.82131	10.4859	13.9815	16.2127	6.30781	4.8127	13.1081	4.06413	5.94653
											
YGL114W	7.72949	9.2796	8.3759	9.47173	9.77724	10.0482	8.50081	11.6046	8.86661	8.76957	7.57629
											
SNF4	9.53749	9.35297	10.0995	9.12894	8.4845	8.83114	8.5755	8.59389	8.71644	9.64366	9.03597
											
YGL117W	2.81653	2.67673	2.79243	3.89645	5.29165	4.77304	23.717	24.5136	23.0164	3.63894	2.86728
											
COQ8	9.20646	8.24536	9.79294	7.6662	8.78269	7.97693	9.55605	9.16162	10.3062	9.54187	9.76369
											
PRP43	10.1466	9.4339	9.83007	9.62426	10.1461	9.79483	8.35021	8.429	8.17457	8.10939	7.9611
											
GPG1	10.3629	9.1778	9.87516	7.91375	9.03311	7.58195	9.35632	9.32764	8.72239	9.04096	9.60801
											
NAB2	8.781	8.00144	8.92341	10.9782	6.50704	8.8088	9.20926	8.89972	9.67675	9.47035	10.744
											
RPS2	9.83829	10.0629	10.147	7.83818	8.98639	7.78	8.7132	8.9033	9.59295	9.32982	8.80798
											
MON1	8.59527	8.32161	8.58177	10.5824	10.5715	10.9583	8.92139	8.98868	8.79161	8.1336	7.55388
											
MET13	5.92811	5.90084	6.59677	7.16501	6.89467	7.62003	11.4074	12.0385	11.5525	12.408	12.4882
											
SCS3	9.12937	8.61906	9.87321	10.8293	11.102	10.2668	8.20046	9.31203	8.22074	7.65566	6.79144
											
CWC23	9.34134	9.09961	9.42192	10.4806	11.6032	10.0941	8.45298	8.32738	8.29629	7.80379	7.07873
											
RSM23	12.2305	11.3116	11.6489	4.42786	4.99312	4.59304	11.2302	10.8814	10.9977	9.04366	8.64198
											
CEG1	8.59131	8.48486	8.91183	9.67321	9.54596	10.0632	8.2382	8.90405	8.38026	9.79204	9.41506
											
SNT2	8.36979	8.92779	8.65111	10.7531	8.19703	11.2447	9.37039	9.57367	9.69965	7.67363	7.53915
											
ITC1	8.57067	7.83256	8.99557	9.08138	10.3043	9.39859	9.12917	9.14231	9.34205	8.9261	9.27732
											
PCL10	9.14074	8.79173	9.50713	12.0746	13.2505	11.7019	9.02342	8.63768	8.00456	4.72091	5.14675
											
RPL1B	8.00691	14.8856	8.70587	9.5536	7.24374	7.85449	8.67411	8.05252	8.84884	9.0775	9.0968
											
MRM2	7.6993	8.1746	8.59605	5.67187	6.1904	6.73047	10.7413	11.6213	11.2092	12.0624	11.303
											
SEC27	10.5407	9.22	9.79149	9.36778	9.89497	9.19287	9.17095	8.54732	8.64731	7.75695	7.86969
											
FLC3	9.67882	8.17153	9.48941	10.0589	11.4002	11.0489	9.57225	8.98801	9.77326	5.79715	6.02148
											
YGL140C	8.32105	7.63777	8.94937	10.678	10.3738	10.8388	9.90489	10.4087	9.95907	6.5827	6.3459
											
HUL5	9.0202	8.41434	9.44724	12.3922	7.97888	9.05776	9.51167	9.48933	9.0634	7.68648	7.93846
											
GPI10	8.07063	8.32571	8.99221	9.35707	10.3359	8.93956	9.31182	9.83563	8.85227	8.93706	9.04218
											
MRF1	10.2855	10.6929	9.9069	6.80145	6.8671	6.99266	9.77148	10.9309	9.09433	9.79896	8.85776
											
ROG1	7.78711	7.44926	7.89325	11.8217	14.4281	12.0272	8.17188	8.84945	8.80894	6.68758	6.07552
											
TIP20	8.80738	8.21434	8.66808	8.91665	10.09	9.43765	9.01963	9.16823	8.93675	9.5285	9.21282
											
RPL9A	8.49781	16.0012	8.6589	9.13843	7.54531	7.64932	8.35108	8.35354	8.25169	9.07213	8.48063
											
ARO2	6.77925	6.95813	7.6479	7.30771	5.23291	7.38129	11.1691	11.7707	11.8707	11.7174	12.1648
											
INO80	8.92349	7.7138	8.74408	8.28572	9.83329	8.55847	9.55725	8.83259	10.3361	9.40843	9.80678
											
NUT1	8.33478	7.86198	8.20595	9.70753	10.8497	10.3324	8.70123	9.38962	8.76734	9.14937	8.70013
											
PEX14	8.80192	8.43413	8.61407	9.10414	9.74112	9.46021	8.52368	8.91339	8.70704	9.67114	10.0292
											
CDC43	5.51108	9.60459	8.1063	12.5979	5.46541	11.4542	8.22727	11.5847	8.29275	10.47	8.68582
											
AMS1	4.31193	5.01139	5.42442	12.5052	11.0899	13.0413	5.92595	6.37433	5.9802	14.5808	15.7545
											
ARI1	6.2928	7.21601	6.64885	13.5362	10.0844	13.8704	7.15198	8.10498	7.94576	9.66487	9.48372
											
YGL159W	9.47019	9.04829	9.29764	9.73713	7.41715	9.81566	8.9896	9.04615	8.77771	9.29946	9.10101
											
AIM14	8.64433	8.99688	10.0253	10.8061	9.37232	10.3268	8.63073	9.09827	8.3633	7.88634	7.84962
											
YIP5	9.57144	7.91028	9.94874	8.82966	9.99031	8.84873	9.15147	9.10737	8.53048	9.01446	9.09706
											
SUT1	7.24964	5.47037	6.63667	14.142	17.3674	16.8237	10.234	8.67245	9.71957	2.09422	1.59
											
RAD54	10.2218	8.57782	9.0262	8.73185	10.7889	8.7452	8.87423	8.6542	8.81475	8.43797	9.12716
											
YRB30	8.75373	8.10273	8.59964	8.87994	10.6523	9.16339	9.27221	8.93256	8.97669	9.48149	9.18532
											
CUP2	5.43593	11.5641	9.90345	14.032	1.15521	10.8935	7.6243	10.8447	10.6382	8.74301	9.16563
											
PMR1	8.64027	8.22228	9.26045	9.90644	8.90138	9.71509	8.48724	9.23037	8.5119	9.63924	9.48534
											
SUA5	9.10296	8.52272	9.85245	9.85865	9.47187	9.50057	8.57707	8.14563	9.05076	8.25316	9.66415
											
ROK1	9.74214	9.7433	10.818	10.3353	9.50593	9.74374	8.43789	9.11894	8.86621	6.7512	6.93731
											
NUP49	11.1369	7.39772	7.85112	7.57836	7.85572	8.73306	10.2084	8.44702	10.7261	10.2206	9.84503
											
XRN1	10.08	8.40842	9.10246	9.31205	10.184	9.57303	8.98144	8.5302	8.88311	8.52835	8.41693
											
BUD13	8.77707	8.44852	8.7407	8.39195	10.3078	8.95334	8.61619	8.70568	9.4339	9.47429	10.1505
											
SAE2	9.71559	9.00476	9.63601	8.96533	11.2678	10.3738	8.92027	9.10163	9.47209	6.88885	6.65388
											
MPT5	10.893	10.9541	10.9196	7.21777	8.57501	6.94162	10.7244	11.1634	10.2061	6.46083	5.94417
											
TOS3	9.10944	5.9563	11.5503	8.91317	11.6889	7.71728	10.0587	7.91923	10.1397	7.75578	9.19126
											
ATG1	7.68574	7.24588	7.78654	9.50016	10.0383	9.59559	9.07897	9.28005	9.07182	10.4382	10.2787
											
GTS1	9.3548	8.38649	8.76793	8.33306	9.38941	8.83379	9.44724	9.8496	9.42536	9.18365	9.02867
											
STR3	2.27213	2.11316	2.44572	3.18352	3.10147	3.26107	14.092	15.657	15.3303	19.1758	19.3679
											
YGL185C	7.5844	9.12489	10.1636	12.0681	7.81381	11.2123	7.5799	8.74979	8.07359	8.6813	8.94831
											
TPN1	9.76854	8.62681	8.82757	8.6006	10.3035	9.46446	11.609	12.5662	13.4805	3.08607	3.6668
											
