	WT_126_sn scaled	WT_127n_sn scaled	WT_127c_sn scaled	WT_128n_sn scaled	mct1_128c_sn scaled	mct1_129n_sn scaled	mct1_129c_sn scaled	mct1_130n_sn scaled	sit4_130c_sn scaled	sit4_131_sn scaled	sit4_131c_sn scaled	sit4_132n_sn scaled	mct1sit4_132c_sn scaled	mct1sit4_133n_sn scaled	mct1sit4_133c_sn scaled	mct1sit4_134n_sn scaled
GPA1	7.81628	7.5008	8.03275	8.58153	8.06509	8.41357	7.44863	9.77684	3.88067	4.15079	4.94736	4.04546	4.33541	4.52032	5.36904	3.11546
TMA46	11.3886	10.6201	12.4975	10.4083	6.36674	2.67075	3.64875	4.36636	5.82559	5.86175	6.39075	5.86774	3.63198	3.35605	5.46835	1.63063
DID4	8.11475	12.8904	11.1533	15.399	3.606	2.39003	2.74622	2.84094	5.89252	7.25299	5.41976	6.77707	5.34113	3.0138	4.96793	2.19414
CPR5	4.62277	2.96892	3.78466	3.51671	16.4314	15.0201	12.7567	16.2852	2.72816	1.56403	1.85742	1.75974	2.72509	6.66713	2.65368	4.65832
CDC1	17.5413	11.6641	9.59846	8.75038	4.64012	3.39975	2.75801	2.81479	11.7775	4.93346	4.18194	4.34664	6.8842	2.24641	2.84776	1.61515
LOC1	10.6787	7.22256	7.83008	8.922	22.4863	4.14439	2.968	4.58837	4.68554	4.74684	4.66645	4.29109	5.36924	2.35865	3.95065	1.09116
YPT35	6.8667	8.21914	8.14377	7.21999	8.36223	7.94578	9.45538	8.84802	3.35851	4.24508	4.59636	3.95872	4.79011	5.40438	5.62389	2.96192
POL2	14.455	9.02597	8.48241	9.3429	13.3485	3.06854	3.0814	3.86445	5.28643	5.97213	4.99846	5.64982	3.85762	3.14371	3.55939	2.86333
NUF2	12.1491	8.67029	6.56682	10.6683	13.3055	2.51867	3.1822	5.73029	4.93321	6.3953	4.22837	4.61773	7.1205	3.27505	5.02016	1.61848
SRP101	9.49736	9.56383	7.47769	6.69001	9.96959	8.20257	6.8264	7.88446	5.05217	5.37503	4.14178	3.0419	6.22793	4.50976	3.81182	1.72769
YJL016W	13.2004	9.71521	11.3531	9.64499	4.61768	0.99892	3.66297	3.26035	6.18086	6.57139	4.9472	5.56664	6.86772	4.52193	6.26153	2.62914
CTR2	16.2752	12.2662	10.5469	9.56979	4.65901	2.22931	3.0466	1.45255	10.912	5.28453	5.40683	4.17465	7.6449	2.15117	2.98286	1.39743
SNC1	11.2482	7.65928	7.7432	6.19157	9.40599	8.633	7.85519	5.74253	5.16247	4.24045	5.01438	2.97147	5.80803	5.71537	4.30235	2.30653
KTR7	15.5381	9.97842	8.22526	11.3221	5.00641	3.82469	3.0935	4.68021	10.4862	5.07909	3.90793	4.36672	6.94871	3.37553	3.00222	1.16498
ARL3	18.8426	10.1995	8.42727	7.98512	5.39044	3.65024	3.60467	2.84998	8.53395	5.22851	5.63269	4.64726	6.19271	2.93429	3.52277	2.35799
VPS55	7.14116	10.4335	8.42104	12.8546	4.75016	3.70078	3.56151	3.97998	4.73424	6.17752	4.02774	5.60074	7.55462	4.9423	8.98669	3.13341
IFA38	7.68372	10.0416	9.38644	10.9901	6.24453	6.17629	5.47515	6.40219	5.81871	5.52326	4.25292	4.54917	6.23312	3.77526	5.01209	2.43538
SRC1	7.56752	10.5589	11.5107	10.3298	6.32791	4.56564	5.37192	4.68587	5.60252	5.96385	4.46501	5.08704	6.83276	3.17791	6.10954	1.84319
YBR074W	6.93825	11.6432	9.31271	12.5164	3.53485	2.87917	3.66969	3.48798	4.49037	6.67396	4.47143	5.70721	7.32066	5.39787	9.90774	2.04845
ASP1	9.25969	6.99229	10.9035	11.2851	5.98325	2.22108	4.14922	3.98726	3.74342	6.22936	5.25236	5.06809	6.63776	5.12865	10.5698	2.58917
gag-pol	11.8847	8.07854	6.92069	8.27097	13.5633	4.39483	4.64416	4.9548	4.89011	5.63333	4.71782	3.30426	6.1728	4.18535	6.16605	2.21821
CAN1	9.13771	11.128	10.8043	11.8732	4.66933	4.3281	3.87078	4.69722	6.80446	5.71144	4.6074	5.48193	5.05416	3.97305	4.09569	3.76315
YBT1	7.33268	11.7186	10.8438	12.5067	4.43934	3.258	4.03252	3.61554	5.49097	6.2795	4.75491	5.79351	7.23679	3.85865	7.01978	1.81863
PSP2	9.9074	6.24413	6.96945	6.28939	10.8155	6.7538	7.47224	7.74955	3.64808	4.34964	4.2391	3.23217	5.01476	6.20465	7.09075	4.01938
TIP20	9.29567	7.29565	6.60382	5.32082	11.4451	9.69119	8.48556	9.15639	4.53228	3.95937	3.70433	2.7949	6.66401	5.36191	3.32	2.36903
HRB1	15.0196	6.92558	7.85721	5.14698	20.6972	3.88719	4.18674	2.82547	6.13928	3.88783	4.65401	3.6736	6.49146	2.57377	3.58326	2.45089
DCC1	13.5318	13.2019	10.7784	7.88649	10.6192	2.92331	2.56864	2.27125	6.03446	5.0225	6.24866	6.53128	5.23281	2.48129	3.79803	0.869964
MNN11	13.7205	10.7929	9.282	9.70241	6.21785	4.9695	4.15835	4.7698	9.41807	4.96229	4.152	4.29569	6.04953	2.77083	3.19189	1.54634
YMR295C	7.42657	4.92781	5.10791	4.60955	11.6152	15.7073	10.0571	16.938	3.74244	2.64803	2.75291	2.4366	2.95136	2.7333	2.61712	3.72897
PEX31	8.95594	8.77971	8.65542	7.77816	9.45149	7.64494	6.14424	6.00298	5.5178	4.58868	4.39849	3.42015	7.6398	5.20259	3.67857	2.14104
GIM4	9.23388	14.2304	10.2956	8.911	4.13965	3.29062	4.67465	3.31169	5.54625	5.61639	7.75374	3.46042	6.45861	5.0969	5.80485	2.17538
SSK1	11.2256	10.2119	6.46491	7.10771	7.52823	3.07897	6.25921	4.08408	3.80561	4.25881	5.48882	4.80093	7.70875	6.75211	7.80744	3.41694
OCA2	7.87358	14.7069	9.96764	15.8475	4.72344	2.10483	2.90903	2.72136	4.8987	8.04767	6.84893	5.57451	4.45723	2.61536	4.9533	1.75008
YOR223W	8.74335	10.9784	9.74241	13.0109	5.02063	3.74552	4.32298	4.16177	6.0243	6.6956	4.56898	4.94324	6.63309	3.3627	6.2558	1.79035
CAF4	8.83514	7.19857	3.62485	3.36578	13.0014	15.1397	12.9987	11.0852	4.11042	2.57389	2.93437	2.43093	4.33764	5.21017	1.51957	1.63363
GIP3	11.0119	8.99282	8.4604	9.12689	8.74037	3.64704	4.2963	5.59189	4.16951	5.42654	5.45852	4.61631	5.72531	5.27811	6.70077	2.75737
IGO2	5.75464	9.76983	9.01917	9.80976	6.23513	5.35145	5.52791	6.48819	3.37074	5.21733	4.56747	4.78618	5.0691	6.80183	9.24676	2.98451
CHS2	8.2157	10.4937	12.2319	11.055	6.57549	5.94677	5.86175	7.50163	5.40789	6.04707	5.21459	5.22157	3.25419	2.35442	3.74658	0.871777
YPR169W-A	5.92146	11.9186	12.5245	11.5942	2.94407	4.9282	3.97461	3.45711	5.12901	6.66685	2.705	7.36498	7.87955	3.15537	7.44026	2.39621
TOR1	8.33195	10.2427	10.2819	9.91766	6.15359	4.99358	5.74158	4.86072	5.00616	5.11432	4.79877	5.27626	5.07029	5.09572	6.22444	2.89043
LSM12	9.28704	9.64416	8.658	8.6238	13.4574	8.18044	5.43877	5.6124	4.47411	5.4679	4.89338	4.00762	3.53669	3.16454	3.49154	2.06225
CNM67	14.2063	13.7233	7.56314	5.85037	11.0146	4.09687	3.59933	4.58607	6.79478	6.79493	4.20866	3.7074	7.16355	2.28054	2.89666	1.51348
DNF2	9.25307	8.37582	7.71866	8.79181	8.91732	7.97746	6.2215	7.19013	4.58564	4.29591	4.64252	4.22518	5.10535	4.88345	5.23282	2.58336
KRE28	14.4992	9.87339	7.96573	8.54826	13.2557	3.27532	3.12161	3.76233	5.56803	4.99623	4.62676	6.04474	6.46967	2.58661	3.49227	1.91419
RFC2	12.5658	14.5586	9.87785	10.3651	10.2685	1.75496	1.62057	1.83859	7.42806	6.03682	5.23674	5.89846	6.09088	2.13094	3.46533	0.862753
FRT1	8.13953	6.91479	7.29776	6.73649	10.7341	10.8525	7.52634	10.7965	4.80084	4.65222	3.34088	2.30736	5.08868	4.88094	4.02601	1.9051
YLR407W	10.4329	10.8528	11.6752	7.92466	7.52168	2.99147	4.45358	3.39515	5.21497	5.08872	6.13132	4.78629	5.26912	5.69429	5.11054	3.45738
YPR091C	9.46412	9.53349	7.52986	6.98888	11.031	8.05396	7.47072	7.90453	4.63584	5.75274	3.99488	2.97249	5.29627	4.22219	3.40265	1.74639
AYR1	8.53984	10.5095	9.8924	10.4115	6.90827	5.90254	5.33218	5.53451	6.0057	5.28009	4.19491	4.86417	6.58365	3.07679	4.7403	2.22363
VTC2	10.2315	13.1048	11.935	8.59127	5.34468	3.37011	3.53403	2.0069	5.29528	7.75612	5.63471	3.97373	5.40089	4.48132	7.84657	1.49315
TLG1	10.2087	11.1403	9.9378	13.9572	4.18658	3.33299	2.93102	4.26093	6.63969	5.74401	4.81872	6.14821	5.97582	3.32286	5.84312	1.55211
TVP38	11.4415	10.9016	9.43306	11.2134	4.11673	3.53559	2.88295	4.72968	7.02734	5.62411	4.33004	5.19311	6.94607	4.18877	5.22871	3.20728
SME1	11.5308	6.56325	8.56889	8.54136	21.813	3.06776	3.28281	4.27211	4.8238	4.24915	4.94222	4.05997	5.32796	1.61333	5.40769	1.93595
GRX6	15.1974	7.46096	6.00757	9.27963	6.68248	9.57409	5.93784	6.63681	8.41399	3.8437	3.40332	3.82157	4.75578	3.37652	3.11303	2.49529
NAM8	14.6604	9.2346	10.8186	7.2203	16.9135	2.95905	4.54099	1.72729	5.11697	6.04349	6.56812	3.80126	3.75204	1.66302	3.85303	1.12727
YCP4	9.3216	7.20742	9.13229	6.34838	13.4609	7.36553	9.67158	5.64876	3.43994	4.23984	5.40282	3.34879	3.79276	3.91735	4.83613	2.86591
GLC8	9.75628	7.14461	10.8101	6.76701	6.67169	5.28561	9.19963	5.65864	4.72091	4.4586	5.155	3.36341	6.01455	5.24549	5.31518	4.43325
SBH1	8.16505	9.20986	7.91268	6.75618	10.4887	8.79816	6.14766	8.93655	3.94074	5.01837	4.0272	3.45378	5.57346	5.42978	4.3909	1.75092
FTH1	8.38574	11.7855	10.3616	10.694	5.14923	3.88999	4.84728	4.21035	4.92392	5.91165	4.67728	5.54956	6.81152	3.96823	6.64857	2.18552
FAR3	8.42405	7.27639	7.77842	5.22525	11.4121	10.4057	8.56389	10.341	3.45674	4.23631	3.77142	3.18092	4.18459	5.36318	4.03018	2.34985
VAN1	12.0075	9.77173	8.73406	8.36074	8.28699	6.82388	5.41234	6.59213	8.23446	4.5027	3.64884	3.42364	5.90428	3.41434	3.07909	1.80331
CDS1	9.34276	11.0983	10.625	9.16248	7.43305	6.10031	5.5138	5.34306	5.86973	5.77697	4.42293	4.40844	5.72188	3.53061	4.12827	1.52245
TMN3	13.2648	10.6654	9.07007	10.1379	6.03016	4.64637	4.09573	5.37259	8.40503	4.99786	4.33158	4.21538	5.78674	3.20574	3.91908	1.85551
ATG34	7.5277	5.54161	7.72793	6.14772	12.5667	10.233	8.60141	13.5619	3.54426	3.89909	3.30181	2.95338	3.5116	3.66679	3.83991	3.37514
SMY1	11.9919	13.1251	10.7715	7.69078	7.03821	2.39873	3.167	2.52722	5.64036	6.41381	6.1101	3.97209	6.84817	4.09253	5.9272	2.28526
YVC1	7.97611	12.381	11.1828	13.7091	4.69177	3.32067	3.83106	3.27409	5.433	6.69495	4.89158	5.92253	5.89711	3.23469	6.14466	1.41485
SEC9	7.68343	9.97815	9.68616	12.1507	5.52085	4.24153	5.89521	6.77837	3.92193	5.49484	5.06084	5.53292	3.95788	4.85208	6.5562	2.68894
MPS2	6.20969	13.1254	13.8254	10.491	4.83616	4.58354	5.36946	5.02127	5.37838	7.44725	4.89617	4.37643	6.04491	2.9823	4.26664	1.14599
YOL075C	7.67113	8.10308	9.04683	8.22314	7.98539	7.60551	8.02779	8.42513	4.54989	3.85086	4.47937	3.84087	5.52589	4.07231	5.89636	2.69645
AVT5	12.5981	9.79618	7.87875	15.099	4.37952	3.73623	3.14259	4.65778	7.7021	4.98137	4.88873	5.38241	5.99277	2.80278	4.7445	2.21724
OLE1	10.6729	10.9183	12.5064	8.51101	7.44215	6.27562	5.37691	5.86851	6.62859	5.51809	4.81909	4.56604	3.87596	2.95212	2.95872	1.10966
EAP1	9.98455	9.68369	9.43262	9.08682	5.57266	5.64894	5.92658	5.57266	4.80555	4.4051	4.91925	5.16162	5.68088	4.61884	6.80484	2.69539
OST5	7.55645	10.8467	10.2661	10.8365	5.63544	5.39991	4.2446	6.10955	6.21508	5.33128	3.77531	4.59981	7.78993	3.98781	5.10929	2.29626
YKR051W	7.19433	10.6214	9.91825	10.8605	4.40191	3.15995	4.06254	3.61163	4.40671	5.25715	4.27073	5.51348	8.25906	4.98603	9.9257	3.5507
MNN10	12.6446	10.6956	9.8536	11.7373	5.54184	4.68237	3.91229	5.05107	8.48321	5.38374	4.21823	4.54244	5.80105	2.7089	3.35689	1.38684
LDB16	8.00371	13.0742	10.7776	12.8397	4.79963	3.69952	4.98304	5.92642	6.34342	6.14624	5.08429	4.9215	5.26742	2.48348	3.89153	1.7584
MKK1	11.0154	14.6595	12.3821	12.737	2.8441	1.5177	1.70661	2.10263	5.4418	7.277	6.96348	5.88101	5.15828	2.93133	5.4703	1.91168
LCB4	12.3371	8.96925	8.76484	9.01938	7.49186	6.17984	5.69674	6.27679	5.63431	5.00484	5.08866	3.9236	5.25799	4.00684	4.44239	1.90554
SGN1	13.0881	8.47021	6.72166	9.84948	10.3916	5.30849	6.11811	5.08665	4.04627	4.59511	5.18344	5.33914	4.16455	3.94701	6.29397	1.39622
BTT1	10.8199	8.03657	7.84956	9.96754	8.23324	3.95458	5.73307	6.34384	4.37281	5.35712	5.73427	2.93139	7.16159	4.60077	4.61747	4.28629
GIN4	12.3141	9.52164	9.44827	9.60279	10.451	5.00974	5.35054	6.8964	4.4363	4.78137	5.88034	5.32536	2.89797	3.19973	3.12531	1.75916
BIT61	9.38712	7.05401	9.40978	8.69495	9.90854	7.69452	6.24201	8.27975	4.00015	3.09446	4.95094	5.20926	3.55594	5.12913	3.99082	3.3986
COS7	10.9806	8.62175	7.67215	7.67514	9.7008	7.2843	5.66298	6.21822	5.62709	4.60968	3.74218	3.47725	7.13645	4.4244	5.39156	1.77547
BBP1	7.23176	12.6003	15.407	9.4752	5.46201	4.61174	5.39545	3.72019	5.37592	6.89191	5.71383	4.35129	5.91529	2.61258	4.13162	1.10383
VPS34	7.58223	10.4586	10.9007	8.01153	6.38376	5.06643	6.05669	4.9203	4.6439	5.62036	4.55386	3.61506	7.17172	5.10708	7.46595	2.44178
SHM2	11.2141	9.45092	11.6677	9.44639	6.18494	3.1296	5.41326	3.78337	5.15216	4.71137	5.68592	5.27145	6.42968	3.73613	6.51561	2.20743
SPC1	8.10931	11.2066	10.6192	10.5291	6.92347	5.47051	4.86379	6.51922	5.84893	5.48609	4.51327	4.28629	5.9349	3.36939	4.94006	1.37989
AKR1	12.1441	11.3898	9.60261	12.3716	4.48983	3.48765	3.06883	3.76538	7.88874	5.46859	4.43855	4.83974	6.94887	3.08996	4.76104	2.24473
RAS1	11.2173	7.03828	8.59506	6.32442	10.201	5.99568	10.0078	6.21245	4.10771	4.02574	4.64578	3.71609	4.63808	4.69325	4.75769	3.82373
YBR235W	6.73721	10.4947	10.9674	8.84211	6.23831	5.15392	5.88027	5.27693	4.54035	5.73498	4.11833	4.01349	7.21285	5.19953	7.03369	2.55596
NYV1	13.1726	9.41628	7.84009	7.38345	10.738	4.81342	4.8496	3.08112	5.69445	5.06035	3.87222	4.15851	7.80198	4.0168	5.59901	2.50213
MNT2	15.3221	11.3089	9.63935	13.2054	4.87337	4.3501	3.62657	4.16869	8.96221	5.41256	4.88621	5.29867	3.12988	2.56227	2.09971	1.15406
YMR155W	8.54884	10.4963	8.84551	9.30235	7.17475	6.64812	4.84326	6.94903	5.79315	4.97831	3.82756	3.85864	7.39181	4.55498	5.018	1.76944
SEC1	12.6173	9.62271	7.38647	5.53564	11.0514	6.74934	7.80826	4.17209	4.80166	4.21889	5.28231	3.14283	5.31785	4.82644	3.36494	4.10181
YOL073C	7.89335	12.7564	10.7532	12.5489	3.7201	3.49513	4.20482	2.92909	5.38317	5.69995	4.49228	6.22051	8.12871	3.82133	5.64175	2.3113
SEC22	12.0333	10.0632	7.13514	6.61302	8.77149	7.56134	5.84759	7.33997	6.06818	4.61031	3.79925	3.2904	7.06047	4.22517	4.25783	1.32338
RTK1	13.7706	11.383	11.8094	10.2585	5.13409	1.45644	3.41052	2.75829	5.84221	8.36088	5.7906	3.33476	5.43204	3.76604	5.67977	1.81287
HMX1	7.91875	11.0858	10.606	13.805	6.70668	3.63812	4.45205	7.02199	4.96927	5.13521	5.41256	5.93024	3.03417	4.28517	3.89015	2.10883
FUN26	8.70458	11.7973	10.7587	13.5801	5.00314	4.03864	4.10535	4.19841	5.60273	6.15859	4.69901	5.6412	5.12738	3.43314	5.73552	1.41617
YCR061W	8.80294	6.87937	7.30026	7.73837	10.7246	9.29699	6.6749	8.40073	5.01397	2.85967	3.68314	3.57766	4.82632	4.89793	3.63016	5.69297
GLE1	10.47	15.071	10.9271	10.6707	10.2004	3.71351	1.75194	2.7163	4.59392	7.23244	5.76555	5.62477	4.41597	2.14677	3.74203	0.957663
UBC7	12.0352	9.35685	6.13241	5.69587	12.3083	10.0762	7.01767	7.18999	4.80101	4.35734	3.71206	3.49029	4.68375	4.21115	3.01651	1.91535
DSS4	10.5368	11.1199	11.9667	10.6445	5.0603	5.49587	5.78734	5.04968	5.27288	6.53635	4.81003	5.172	4.52088	3.6215	3.44606	0.959211
VHT1	9.16469	11.8343	9.3551	14.7459	5.625	4.41321	5.25172	5.09239	4.00355	6.48226	6.23204	5.48206	2.88432	3.1325	3.94768	2.35327
YLR152C	9.58503	10.7743	11.1539	17.2939	5.56606	3.51666	5.18116	4.29781	6.01322	8.04643	5.50787	4.45551	2.91317	3.31297	2.38199	0
DDI1	10.9445	13.7281	15.4391	8.54255	2.91301	2.07742	3.23559	2.08219	7.94643	6.59846	5.18056	4.16036	9.32085	2.3835	4.24013	1.2072
OSH7	11.342	15.8179	12.6949	13.8508	2.6496	1.94607	2.20117	2.31579	6.40566	6.23973	7.0365	6.67726	3.47963	2.49692	3.05824	1.78782
VBA1	7.93841	12.7338	11.1555	13.7677	3.92319	3.26826	3.98347	3.2771	4.96982	6.64933	4.69428	5.99334	6.12122	4.07493	5.97953	1.47008
MNT3	14.948	10.7625	9.63588	10.3293	5.51575	4.56109	3.73537	4.18946	9.08433	4.85094	4.04396	4.36602	6.26312	2.98504	3.24886	1.48039
NNF2	9.97956	8.36753	9.15607	7.36452	11.0174	7.95509	6.28434	7.19918	4.19619	4.74505	4.60605	3.4942	5.14612	4.22913	3.93146	2.3281
YHR127W	12.7522	7.87132	8.16162	7.42531	22.7717	4.69981	2.72374	4.54802	6.1317	3.95454	3.75611	3.81112	6.94574	1.46265	2.33561	0.648776
SAC7	9.4543	8.66651	8.39686	7.90333	10.535	6.51798	6.5768	7.05435	3.94079	4.40983	4.56699	3.84542	4.88047	5.43676	4.56277	3.25184
CCC1	10.8111	10.7003	7.77112	8.01689	12.0061	5.91202	5.10379	3.88297	4.71358	5.20023	3.92388	4.3256	5.74544	3.55776	6.70302	1.62625
NIC96	7.09269	14.2095	15.6521	14.2227	6.79919	2.22152	1.95418	2.99247	3.64036	8.17727	6.68927	6.37717	3.76849	2.01038	3.12483	1.06792
RPC53	12.6445	7.71251	7.32387	6.81838	21.9546	1.99391	3.42532	3.01658	5.24315	4.33282	2.8617	4.32262	8.89087	2.35309	4.78549	2.32057
XDJ1	6.17456	7.22556	6.4686	4.04779	11.4075	14.2287	13.6875	9.9196	2.99201	2.70253	3.28221	2.63311	3.59631	4.76496	3.88467	2.98443
DPP1	6.99877	11.565	9.9648	13.6912	4.88024	4.48669	4.66167	4.06651	4.37753	6.23412	4.36604	5.51358	6.05921	4.08158	7.40344	1.64954
USE1	9.17911	7.49556	7.57076	6.27207	10.6696	9.64438	7.74019	9.32869	3.78773	4.30351	3.50344	3.20432	5.50824	5.23711	3.95774	2.59758
NUP157	7.20232	12.158	13.8158	10.1866	5.71157	4.66457	5.73119	5.36233	4.64159	6.53918	5.41969	4.36006	5.20928	3.22859	4.27111	1.49809
FSH2	16.0176	6.63252	8.60811	8.89296	8.58144	2.98703	5.72596	5.11463	3.47598	5.48966	4.43588	5.96311	4.19349	3.90682	7.51528	2.45951
MMP1	9.8737	7.82386	9.52133	7.40382	10.7523	9.33808	8.92431	9.42662	5.00797	4.17095	4.21535	3.291	3.20728	2.72892	3.23917	1.07533
SSB1	11.2616	8.65226	9.83076	7.25309	9.10804	4.46457	6.50475	4.82512	4.66166	4.46062	4.8086	3.89621	6.47339	4.64179	6.53053	2.62699
TGL4	9.12253	11.0861	10.4885	12.5196	7.94009	5.07882	3.98282	4.90259	5.1663	5.88441	4.59634	5.15857	5.33035	2.59223	4.41721	1.73353
RBD2	12.8557	11.8763	9.91151	13.7087	4.14739	3.12913	2.7407	3.40678	7.45863	5.4634	4.85485	5.48381	5.54365	3.26102	4.77834	1.38004
ICT1	9.90695	15.8981	10.7643	12.4887	3.07939	3.67609	3.88382	4.8375	6.78391	5.48131	5.72634	5.59276	3.87553	2.91866	2.36754	2.71911
OPY1	9.37851	11.3301	9.32136	10.3023	4.63715	6.39004	6.38618	7.60023	3.35933	4.97528	6.17554	4.86428	3.02233	4.43487	4.89003	2.93246
DJP1	14.6871	9.20859	11.3045	8.77956	8.01215	2.27522	3.19399	3.06378	6.86992	4.94112	4.96992	4.2123	8.23899	3.09385	4.85613	2.29284
IMD3	12.8424	8.16429	9.95715	10.4322	4.41481	3.06217	5.4096	3.89375	5.15999	4.81403	4.89457	4.88614	6.09492	4.91267	7.28391	3.77742
FRT2	7.71653	6.00613	5.17029	4.31854	13.7163	10.7125	8.31815	10.9062	3.1028	2.86092	2.97572	2.12326	5.7181	8.68377	4.07601	3.59482
BSC2	10.4286	11.9585	11.2059	10.863	6.95918	4.12327	3.76699	4.66946	7.09045	5.51791	4.24283	4.29918	6.9438	2.2416	4.30239	1.387
SPT2	13.1204	11.3867	9.13888	7.75194	14.1695	4.5431	3.84919	4.84126	5.3582	4.72926	5.22111	4.3779	4.46751	2.56527	3.20949	1.27031
ULS1	11.1195	13.7401	11.3978	9.77039	8.07646	3.97943	3.39497	4.65912	4.90679	6.30275	5.33402	5.34377	4.66525	2.33648	3.33529	1.63783
YCR043C	12.8196	11.7867	8.69892	9.48415	7.22725	5.9879	4.36288	5.74161	8.05981	4.84014	3.93596	3.49213	5.80714	3.12782	3.29462	1.33337
NET1	18.2473	5.69606	4.47546	3.56498	34.1357	2.55877	2.10752	2.54575	5.06498	3.40633	3.81504	2.89717	4.8951	1.76129	3.42241	1.40615
SET2	11.8178	14.1897	12.3663	12.4856	6.47641	2.32773	2.08816	2.4209	5.07042	5.32234	7.01989	6.65455	3.75157	2.40721	3.78756	1.81385
NAR1	10.2744	10.6658	12.7925	9.72875	6.26494	8.4652	7.59956	4.61036	6.5516	4.77425	4.60213	4.62677	2.15876	1.64371	3.30279	1.93841
MAL32	8.28047	6.41053	9.64833	9.47626	8.37729	5.96435	9.5327	9.12307	3.20383	4.12439	4.06352	4.5849	4.46504	4.18408	6.70185	1.85937
NUP170	10.2289	11.4457	11.2773	9.14097	11.9387	4.45924	4.93648	4.05622	5.35552	6.92567	4.43036	3.16903	6.13467	2.27804	3.00118	1.22205
AUR1	16.8624	10.6763	9.63287	13.2225	5.05854	3.07906	2.77984	3.56458	10.1932	4.88916	3.91551	4.77763	4.69965	2.64109	3.16352	0.84417
YOL107W	13.6707	11.9555	9.08018	11.4581	5.46514	4.68982	3.13348	5.21896	7.20409	5.06873	4.98472	4.51488	4.31815	3.50748	3.54483	2.18524
YJR015W	10.7062	7.10153	15.2709	12.2559	3.19878	4.00555	3.64769	6.49061	5.2115	5.326	6.24379	4.55891	3.91697	3.98925	4.6848	3.39164
SMY2	10.4651	11.8616	11.722	11.1252	4.77716	4.08224	3.77283	3.7491	2.50224	6.29315	5.80412	6.655	2.80444	4.54296	6.68828	3.15456
TGL3	8.09708	12.0983	11.0167	13.3561	5.98352	4.05422	3.45095	4.84374	5.28069	6.06146	4.5685	5.05287	6.39155	2.926	4.82013	1.9982
YCK1	8.63084	7.29947	8.23426	6.20766	11.7501	10.6118	10.3612	6.35784	2.71463	3.8382	4.49677	3.2114	3.79001	5.54915	4.20951	2.73716
ERJ5	9.2368	12.2225	12.0559	9.57682	7.4545	5.65696	5.09764	5.66421	6.69733	5.45269	4.2047	3.85699	5.20803	2.70389	3.56677	1.34429
COY1	18.4934	7.58861	4.59545	4.55459	9.86068	7.18243	5.61894	4.96491	4.6349	4.22335	4.35622	3.298	7.19472	5.36166	5.59398	2.4782
SHS1	10.8067	6.32701	6.06847	7.09522	16.1215	8.42548	6.36289	9.61735	3.69937	3.22152	3.7784	3.48671	3.8883	4.67285	3.43592	2.99229
KIN3	11.2817	10.4685	10.4237	10.2993	8.18047	6.18918	4.51893	6.63003	4.79843	5.54214	4.66919	4.86442	3.87064	3.1611	3.26569	1.83658
FZO1	7.00865	11.4975	9.71802	8.03345	5.83196	9.22854	8.32821	9.72842	4.11326	3.8284	4.47652	4.54593	3.15872	3.96137	3.38496	3.15609
IMD2	14.0852	9.00973	10.4995	10.2378	4.75894	2.2516	4.29775	3.16858	5.22917	5.12244	5.27161	4.85733	6.60056	4.17326	8.01973	2.41682
YFL034W	13.8214	14.8724	10.3994	10.7905	2.93193	1.41956	2.40871	2.13198	6.52227	5.39377	5.90575	5.48499	5.55034	3.71641	6.95058	1.70005
KRT6A	3.10492	10.1898	4.17471	28.4184	4.71636	3.51782	6.63309	3.13677	5.41854	4.7052	7.61764	3.68529	3.32637	3.51194	4.7802	3.06295
TMS1	7.45144	10.6982	11.4837	14.0264	4.02285	2.68417	3.33926	3.58481	4.59696	5.6143	4.99347	5.15355	6.86447	4.46983	8.36983	2.64672
SCW4	6.32294	5.29279	5.35871	4.91132	13.9892	12.4118	11.1068	13.8743	3.31761	2.29304	2.52699	2.05792	3.26187	6.53751	2.42781	4.30933
RSN1	9.70841	7.83126	7.98617	8.70828	9.91966	9.95211	7.62074	9.70734	3.47339	3.98533	4.68941	3.79045	2.92391	3.73288	4.44039	1.53028
STE5	12.0323	13.573	11.493	11.2231	4.6235	2.01761	2.9286	3.08776	4.69549	7.27207	5.05007	5.45693	5.64094	3.18511	6.08936	1.63112
SKG1	8.96194	7.075	9.14608	8.29512	11.8389	5.28348	8.9925	6.4591	3.4014	4.64017	3.79135	3.73344	4.2915	5.00752	5.72296	3.35957
SMF2	11.4225	10.8026	9.25725	13.9914	5.3772	4.55788	3.76112	4.80611	8.07085	4.07393	3.74709	5.25157	5.33397	3.39128	4.35022	1.80502
KAR1	6.98839	13.4022	15.9106	12.6573	3.4136	2.69777	3.32634	3.76582	5.13574	7.39712	4.74812	5.45647	6.54102	2.45493	5.07566	1.02881
IMH1	14.4762	10.3673	8.28	8.64412	8.84158	3.17609	3.49358	4.28281	5.43144	4.62093	5.11381	4.23123	6.09031	4.01579	6.17618	2.7587
TCO89	10.5085	10.564	9.78515	6.26794	9.73737	5.5172	5.83096	3.5091	3.70391	4.60471	4.9548	3.97413	6.04753	4.99849	7.85785	2.13839
KTR6	16.7816	9.44529	8.77635	11.5864	7.38371	5.93436	4.50054	5.44193	8.9329	4.19068	3.94029	4.5432	3.75731	1.78062	2.07274	0.932018
