ETS1-1	0
ETS1-2	0
ETS2-1	0
ETS2-2	7
HRA1	28
ICR1	95
IRT1	62
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	78
NME1	5
PWR1	0
Q0010	0
Q0017	0
Q0020	3
Q0032	0
Q0045	0
Q0050	1
Q0055	1
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	0
Q0110	0
Q0115	0
Q0120	0
Q0130	0
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	20
Q0160	0
Q0182	0
Q0250	1
Q0255	0
Q0275	0
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	148
RDN5-2	2
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	171
RME3	0
RNA170	12
RPR1	22
RUF20	45
RUF21	2
RUF22	0
RUF23	5
RUF5-1	0
RUF5-2	3
SCR1	34
SRG1	122
YAL001C	686
YAL002W	563
YAL003W	19066
YAL004W	0
YAL005C	10392
YAL007C	1274
YAL008W	530
YAL009W	361
YAL010C	258
YAL011W	486
YAL012W	4932
YAL013W	537
YAL014C	583
YAL015C	410
YAL016C-A	98
YAL016C-B	0
YAL016W	1833
YAL017W	635
YAL018C	5
YAL019W	1025
YAL019W-A	9
YAL020C	257
YAL021C	1749
YAL022C	748
YAL023C	4806
YAL024C	453
YAL025C	2239
YAL026C	983
YAL026C-A	53
YAL027W	249
YAL028W	75
YAL029C	1267
YAL030W	451
YAL031C	515
YAL031W-A	24
YAL032C	577
YAL033W	242
YAL034C	441
YAL034C-B	0
YAL034W-A	162
YAL035W	4738
YAL036C	1756
YAL037C-A	4
YAL037C-B	2439
YAL037W	85
YAL038W	33621
YAL039C	1135
YAL040C	1433
YAL041W	1002
YAL042C-A	160
YAL042W	2321
YAL043C	944
YAL044C	3305
YAL044W-A	270
YAL045C	62
YAL046C	515
YAL047C	267
YAL047W-A	1
YAL048C	318
YAL049C	604
YAL051W	495
YAL053W	2413
YAL054C	1396
YAL055W	253
YAL056C-A	16
YAL056W	950
YAL058W	475
YAL059C-A	0
YAL059W	383
YAL060W	5392
YAL061W	371
YAL062W	397
YAL063C	275
YAL063C-A	7
YAL064C-A	37
YAL064W	2
YAL064W-B	10
YAL065C	6
YAL066W	2
YAL067C	56
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	2304
YAR002W	1144
YAR003W	542
YAR007C	1283
YAR008W	377
