ETS1-1	1
ETS1-2	2
ETS2-1	0
ETS2-2	8
HRA1	23
ICR1	96
IRT1	169
ITS1-1	0
ITS1-2	0
ITS2-1	0
ITS2-2	0
LSR1	75
NME1	21
PWR1	0
Q0010	0
Q0017	0
Q0020	4
Q0032	0
Q0045	1
Q0050	1
Q0055	5
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0092	0
Q0105	2
Q0110	0
Q0115	0
Q0120	1
Q0130	2
Q0140	0
Q0142	0
Q0143	0
Q0144	0
Q0158	27
Q0160	0
Q0182	1
Q0250	0
Q0255	0
Q0275	4
Q0285	0
Q0297	0
RDN18-1	0
RDN18-2	0
RDN25-1	0
RDN25-2	0
RDN37-1	0
RDN37-2	0
RDN5-1	134
RDN5-2	2
RDN5-3	0
RDN5-4	0
RDN5-5	0
RDN5-6	0
RDN58-1	0
RDN58-2	0
RME2	201
RME3	0
RNA170	8
RPR1	9
RUF20	58
RUF21	0
RUF22	0
RUF23	32
RUF5-1	0
RUF5-2	1
SCR1	30
SRG1	101
YAL001C	501
YAL002W	351
YAL003W	23657
YAL004W	0
YAL005C	2522
YAL007C	1216
YAL008W	227
YAL009W	269
YAL010C	235
YAL011W	383
YAL012W	10263
YAL013W	506
YAL014C	771
YAL015C	348
YAL016C-A	78
YAL016C-B	0
YAL016W	1529
YAL017W	462
YAL018C	5
YAL019W	914
YAL019W-A	11
YAL020C	231
YAL021C	1236
YAL022C	791
YAL023C	3773
YAL024C	337
YAL025C	2024
YAL026C	916
YAL026C-A	49
YAL027W	233
YAL028W	99
YAL029C	1028
YAL030W	271
YAL031C	444
YAL031W-A	32
YAL032C	435
YAL033W	279
YAL034C	295
YAL034C-B	5
YAL034W-A	148
YAL035W	4769
YAL036C	2130
YAL037C-A	5
YAL037C-B	3942
YAL037W	89
YAL038W	55991
YAL039C	733
YAL040C	1279
YAL041W	936
YAL042C-A	144
YAL042W	2528
YAL043C	782
YAL044C	521
YAL044W-A	231
YAL045C	47
YAL046C	351
YAL047C	219
YAL047W-A	3
YAL048C	195
YAL049C	612
YAL051W	527
YAL053W	1810
YAL054C	255
YAL055W	130
YAL056C-A	12
YAL056W	871
YAL058W	367
YAL059C-A	1
YAL059W	590
YAL060W	967
YAL061W	197
YAL062W	262
YAL063C	213
YAL063C-A	8
YAL064C-A	19
YAL064W	3
YAL064W-B	5
YAL065C	2
YAL066W	1
YAL067C	154
YAL067W-A	0
YAL068C	0
YAL068W-A	0
YAL069W	0
YAR002C-A	1893
YAR002W	917
YAR003W	481
